,CA,TX,FL,NY,WA/OR,AZ/NM/NV/UT/CO,MT/WY/ID/ND/SD/NE,KS/OK/MO/AR/IA/TN/KY,LA/MS/AL/GA,MN/WI/IL,IN/MI/OH/WV,SC/NC/VA,MD/DC/DE/PA/NJ,CT/RI/MA/NH/VT/ME,Other
Africa,8035.0,6757.0,2964.0,9703.0,3087.0,4047.0,1125.0,4929.0,5662.0,8688.0,5898.0,7997.0,17281.0,8374.0,141.0
Asia Other,78587.0,14880.0,9590.0,24502.0,9004.0,10297.0,1389.0,8351.0,7865.0,15660.0,12055.0,12644.0,21206.0,7654.0,6384.0
Europe,19597.0,4389.0,9161.0,18676.0,6323.0,5633.0,1089.0,4386.0,4061.0,12228.0,7519.0,5355.0,13467.0,8285.0,507.0
N.Amer. Other,18941.0,8056.0,59938.0,37671.0,2494.0,4885.0,720.0,3737.0,5243.0,3660.0,3441.0,7185.0,20041.0,11645.0,330.0
Oceania,2466.0,234.0,166.0,396.0,516.0,491.0,59.0,209.0,150.0,214.0,159.0,189.0,265.0,239.0,335.0
S.Amer.,8140.0,4170.0,35691.0,17113.0,1010.0,2970.0,281.0,1793.0,3526.0,2470.0,1580.0,5953.0,13791.0,7142.0,219.0
Mexico,57212.0,31337.0,4063.0,2841.0,3895.0,16908.0,1738.0,5968.0,3862.0,10375.0,2458.0,3887.0,3034.0,818.0,154.0
India,12820.0,4681.0,2828.0,5371.0,1878.0,1571.0,347.0,2408.0,3515.0,6344.0,4081.0,4199.0,11898.0,3324.0,45.0
China,22824.0,2701.0,1717.0,20317.0,2322.0,2289.0,379.0,2149.0,1871.0,3412.0,2904.0,2454.0,6386.0,3864.0,809.0
