,NaturalizedCountry2020,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories1,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
20,Belgium,430,2,0,15,3,77,8,4,0,5,46,12,0,2,2,11,2,2,2,3,10,2,19,18,4,5,2,3,2,2,6,0,9,2,40,8,2,7,2,5,13,0,0,4,0,7,34,2,0,3,0,11,10,0,3,0,7
21,Belize,669,4,0,14,3,191,6,3,0,0,54,22,0,0,2,55,5,2,2,4,8,0,7,4,2,3,0,7,0,0,17,0,7,0,92,13,2,2,2,0,8,0,0,5,0,10,85,2,0,3,0,10,6,0,2,0,12
22,Benin,297,0,0,2,0,4,7,2,0,2,9,7,0,0,0,19,7,12,2,3,2,0,55,5,2,12,0,4,0,19,0,2,6,2,36,5,2,3,2,2,16,0,0,2,0,2,20,2,0,0,0,17,3,2,4,0,4
23,Bermuda,52,2,0,0,0,4,0,2,0,0,7,7,0,0,0,0,0,0,0,0,0,2,3,6,0,0,0,0,0,0,0,0,2,2,5,5,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,2
24,Bhutan,4536,0,0,30,0,16,118,3,0,0,0,239,0,0,24,53,2,146,35,110,0,0,55,126,87,121,0,73,0,87,6,26,2,0,209,167,101,1131,0,18,649,0,0,0,165,83,271,0,2,52,62,89,80,0,6,0,93
25,Bolivia,1208,3,0,5,3,91,8,5,0,7,229,14,0,2,0,22,2,0,2,0,6,0,118,21,4,3,2,6,0,2,14,0,26,0,68,21,0,4,0,4,8,2,21,5,0,5,81,0,2,16,0,348,13,2,3,0,13
26,Bosnia and Herzegovina,1059,5,2,72,0,36,13,38,0,2,81,72,0,3,11,80,15,57,2,33,6,3,3,6,65,7,2,103,0,3,16,3,8,0,59,17,5,24,3,6,19,0,0,2,4,22,63,2,0,14,4,30,20,0,17,0,5
27,Botswana,34,0,0,0,0,2,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,2,0,0,0,0,5,0,0,2,2,0,2,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,0
28,Brazil,8323,60,6,77,18,823,102,213,12,20,2159,367,0,35,11,111,58,22,21,9,42,7,165,1090,74,56,13,48,4,11,101,47,423,18,421,170,2,70,20,37,130,9,25,67,5,68,490,5,2,156,6,145,130,6,43,2,92
29,Brunei,19,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,5,2,0,0,0,0,2,0,0,0,0
30,Bulgaria,1656,7,3,35,2,188,41,14,6,7,126,68,0,4,5,308,7,2,6,3,10,4,51,130,10,8,0,20,2,2,113,5,54,3,100,12,0,20,5,6,31,0,2,10,3,10,56,2,0,6,0,61,55,0,24,2,12
31,Burkina Faso,376,2,2,2,2,5,5,0,2,3,7,15,0,0,2,8,6,0,2,2,4,0,38,2,2,8,0,2,2,12,0,0,13,0,114,5,2,19,2,2,23,0,0,2,2,5,31,4,0,2,0,8,12,0,5,0,4
32,Burma,9181,7,2,159,66,383,177,7,2,0,221,483,0,6,26,284,916,510,132,210,33,2,297,39,184,997,10,127,2,341,17,4,20,3,434,418,3,122,274,71,120,0,5,39,61,223,1082,2,2,103,6,45,134,2,243,0,130
33,Burundi,280,4,0,21,0,6,9,8,0,0,3,5,0,0,6,13,2,22,2,10,2,17,9,3,13,5,0,3,0,0,2,3,0,2,3,3,2,7,2,4,3,0,2,2,5,6,59,0,0,3,2,4,4,0,0,0,6
34,Cabo Verde,930,0,0,0,0,2,0,20,0,0,13,2,0,0,0,0,0,2,0,0,2,2,2,752,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,113,0,0,2,0,0,0,2,0,2,2,0,0,0,10
35,Cambodia,2405,8,0,45,17,546,22,24,0,0,57,69,0,4,2,29,4,5,12,25,28,8,32,337,22,133,10,9,2,3,13,6,10,2,28,41,0,41,12,22,106,0,30,22,3,25,234,0,0,21,0,70,232,0,9,0,26
36,Cameroon,2873,14,3,45,10,76,19,10,14,56,46,111,0,0,2,49,12,27,10,12,8,3,1010,101,42,120,4,19,0,17,10,5,35,5,82,46,10,87,47,10,43,0,4,17,2,17,438,4,0,11,0,77,13,2,12,2,57
37,Canada,8423,77,8,377,30,1213,223,88,6,22,831,221,0,53,53,183,71,48,40,36,58,64,122,264,283,123,17,65,43,19,134,40,146,28,541,288,14,155,34,106,165,0,10,125,15,182,769,3,5,118,28,179,499,16,57,6,122
38,Cayman Islands,20,2,0,0,0,2,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
39,Central African Republic,82,0,0,6,0,4,7,0,2,2,6,9,0,0,2,2,2,2,0,0,0,0,10,2,2,0,0,3,0,0,0,0,2,0,3,5,2,4,0,0,2,0,0,0,0,0,4,0,0,2,0,2,0,0,0,0,2
40,Chad,56,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,5,2,2,2,0,0,0,2,0,0,2,0,5,8,3,0,0,0,5,0,0,2,0,2,3,0,0,0,0,4,0,0,0,0,2
41,Chile,1329,18,2,17,3,147,28,19,3,6,337,35,0,6,2,17,9,12,2,6,3,2,44,31,6,18,2,3,3,2,14,4,51,5,120,36,0,15,3,10,11,7,2,6,0,17,84,2,0,61,3,39,33,0,10,3,14
42,"China, People's Republic",26110,135,11,306,41,8279,249,165,35,26,657,536,4,174,31,690,184,75,74,46,105,15,764,1292,312,283,40,180,3,38,388,33,560,29,4578,387,11,321,61,249,599,11,41,101,14,218,1647,19,9,141,6,485,1085,19,103,10,235
43,Colombia,12768,58,2,95,19,569,86,236,15,29,5160,516,2,6,10,187,36,11,27,21,58,5,223,351,37,45,12,34,3,14,91,31,945,18,1136,365,5,65,35,30,177,76,74,192,3,102,911,14,2,74,0,259,95,5,33,0,165
44,Comoros,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
45,"Congo, Democratic Republic",2482,9,2,121,0,61,76,36,2,3,20,116,0,0,40,115,48,147,25,99,6,27,94,83,59,39,0,47,0,6,15,35,9,5,82,172,11,94,5,19,32,0,2,8,14,67,411,2,2,58,9,44,58,0,23,0,28
46,"Congo, Republic",191,2,0,5,0,3,11,2,0,0,4,3,0,0,4,19,2,2,0,2,2,2,8,5,7,5,0,0,0,5,2,0,2,0,14,4,2,8,0,2,7,0,0,2,0,3,41,0,0,0,2,2,5,0,0,2,8
47,Cook Islands,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Costa Rica,1394,5,2,22,7,129,16,28,7,5,259,45,0,6,3,19,9,2,7,2,15,2,24,34,7,21,3,4,2,3,30,3,194,8,61,105,0,14,4,10,25,6,4,28,2,19,97,2,0,18,2,34,18,2,8,2,17
49,Cote d'Ivoire,1012,2,2,7,2,34,28,12,4,2,20,75,0,2,2,10,18,7,2,4,2,2,133,22,12,27,0,6,0,11,11,2,29,0,196,30,7,25,5,3,51,0,5,7,4,13,90,2,0,5,2,30,20,0,13,2,19
50,Croatia,271,2,0,13,2,24,6,2,0,0,25,9,0,2,0,24,4,8,4,2,2,0,9,10,6,0,2,3,2,0,10,0,7,0,28,6,0,4,2,3,3,0,0,0,0,7,14,0,0,2,0,9,8,0,7,2,6
51,Cuba,31369,53,4,194,7,245,52,24,7,10,25728,215,2,4,4,73,22,15,35,366,134,3,43,33,83,10,5,55,0,99,871,3,311,53,226,206,3,31,11,40,83,76,6,49,6,103,1374,3,2,16,0,60,33,2,16,2,261
52,Curacao,28,0,0,0,0,3,0,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,3,0,4,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0,2,0,0
53,Cyprus,81,0,2,2,0,18,0,2,0,2,7,2,0,0,0,3,2,0,0,0,3,0,4,4,3,0,0,0,0,0,0,0,2,0,9,2,2,4,2,0,2,0,0,2,0,2,3,0,0,0,0,2,2,0,2,0,2
54,Czechia,426,6,2,4,0,56,12,9,2,2,64,20,0,3,0,47,3,2,2,2,6,2,8,16,3,4,0,5,2,0,6,0,8,0,30,18,0,5,0,3,5,0,2,5,0,6,22,2,0,4,0,12,16,2,3,2,4
55,Czechoslovakia (former),206,2,2,7,0,26,11,5,0,2,24,5,0,0,2,12,2,0,0,0,0,2,5,7,2,7,0,6,2,2,4,2,9,0,12,9,0,2,0,4,6,0,0,5,0,2,4,0,0,3,2,4,7,0,4,0,3
56,Denmark,508,0,0,14,2,103,15,8,0,2,38,26,0,2,2,9,2,3,4,0,3,0,23,19,8,11,0,8,2,0,10,2,11,5,26,12,0,6,0,7,8,2,2,2,0,4,44,0,0,8,2,18,28,2,8,0,7
57,Djibouti,94,0,0,2,0,2,2,0,0,0,0,4,0,0,0,2,0,0,2,5,0,7,2,2,2,33,0,2,0,0,0,0,0,0,4,0,2,2,0,2,2,0,0,0,0,2,2,0,0,2,2,0,9,0,7,0,2
58,Dominica,391,2,0,2,2,6,2,7,0,0,60,19,0,2,0,3,0,2,0,0,2,0,17,14,4,2,0,2,0,0,0,0,34,0,76,7,0,2,3,0,6,2,0,2,0,2,33,0,58,0,0,10,2,0,0,0,14
59,Dominican Republic,18675,24,26,49,10,90,21,403,24,45,2298,226,2,2,5,48,48,8,5,9,104,4,268,2220,69,36,14,24,2,10,48,60,2319,6,6777,243,2,87,9,7,1096,712,351,46,0,51,242,3,50,52,2,101,12,4,15,3,287
60,Ecuador,5204,6,0,37,3,227,12,238,2,4,869,70,0,3,6,169,2,14,7,7,21,0,116,95,13,116,3,7,2,7,32,4,800,5,1582,131,0,28,8,5,102,13,6,37,0,22,161,2,0,47,2,62,19,0,12,0,71
61,Egypt,6336,25,0,57,5,1272,15,46,13,8,376,80,0,2,2,92,53,15,18,10,26,2,89,251,71,61,5,27,2,7,34,8,837,7,657,137,2,101,7,30,207,0,5,36,4,603,477,2,0,4,2,348,92,3,12,2,93
62,El Salvador,12606,26,2,151,214,3697,92,40,9,124,477,306,2,2,18,84,89,71,41,20,45,2,1352,414,18,76,4,41,2,60,319,8,273,9,705,332,2,34,12,35,58,7,19,33,13,101,1740,0,0,131,2,1013,90,10,12,4,169
63,Equatorial Guinea,18,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2
64,Eritrea,1597,3,2,25,0,157,57,4,0,45,13,86,0,0,4,14,17,62,20,12,9,2,120,28,14,51,2,12,2,6,60,2,6,2,17,68,3,66,5,12,27,0,0,2,34,17,245,2,2,9,0,91,143,2,4,0,17
65,Estonia,157,0,0,2,0,28,2,2,0,2,28,2,0,0,2,7,2,0,0,0,2,0,9,2,0,0,0,0,0,2,3,0,5,0,17,5,0,4,2,2,0,0,2,2,0,3,7,0,0,0,0,8,7,0,2,0,2
66,Eswatini,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
67,Ethiopia,7385,15,9,89,2,469,311,19,5,234,68,543,0,0,9,80,39,61,53,28,11,6,1075,144,34,852,2,52,2,37,314,2,25,3,80,107,10,199,13,68,89,0,2,18,56,158,610,4,0,23,0,663,543,5,27,2,120
68,Fiji,624,0,0,5,2,453,4,0,0,0,3,0,0,4,0,0,0,2,2,0,0,0,2,2,0,0,0,2,0,0,7,0,0,2,7,2,0,2,0,12,12,0,0,0,0,2,13,2,0,4,0,5,75,0,0,2,5
69,Finland,250,2,2,5,2,47,9,5,0,2,23,9,0,2,0,4,0,0,0,2,2,2,7,9,5,7,0,2,2,0,5,5,5,2,20,11,2,4,0,4,2,0,0,2,2,3,25,0,0,2,0,8,8,0,2,0,2
70,France,2553,9,2,48,9,539,42,30,4,25,354,54,0,6,10,70,13,3,9,5,19,3,75,112,27,36,2,18,2,3,47,3,57,7,364,52,2,23,6,25,44,6,4,22,2,21,164,2,2,18,10,48,57,0,13,2,28
71,French Polynesia,15,0,0,0,0,5,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0
72,Gabon,87,2,0,2,0,2,3,2,0,0,2,6,0,0,2,2,2,2,0,2,0,0,10,3,2,2,0,0,0,0,2,0,0,0,7,3,0,3,2,0,4,0,0,0,0,4,19,2,0,2,0,3,2,0,0,0,0
73,Gambia,610,4,0,3,2,8,3,3,2,0,4,57,0,0,0,2,2,2,4,7,2,0,57,15,7,26,0,2,0,0,2,0,5,0,130,22,6,26,2,2,14,0,8,2,0,9,31,0,0,2,0,8,91,0,30,0,13
74,Georgia,709,0,2,2,2,96,8,16,5,2,39,11,0,2,0,15,2,2,4,2,2,0,22,17,2,2,2,2,0,0,3,0,76,0,277,4,0,9,2,2,40,0,0,3,0,2,9,0,0,5,0,10,14,0,2,0,5
75,Germany,3162,57,11,88,13,513,99,32,6,8,336,101,3,15,16,80,29,18,13,17,21,11,74,78,75,54,12,29,3,3,42,7,76,19,199,123,2,42,20,29,84,2,3,65,2,70,265,11,2,23,4,81,106,2,19,6,46
76,Ghana,4973,13,2,39,8,110,75,131,33,6,66,236,0,4,2,176,22,15,23,28,15,2,533,300,32,94,9,30,3,2,13,9,360,2,909,111,29,294,26,12,121,0,12,17,3,64,336,13,0,21,0,448,53,4,13,2,94
77,Gibraltar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
78,Greece,828,2,2,9,3,88,8,14,4,5,72,11,0,2,2,53,5,0,0,0,7,0,38,83,17,7,2,3,0,2,9,2,31,2,169,10,0,19,0,3,33,2,2,9,2,5,34,2,0,3,2,18,4,0,10,0,29
79,Greenland,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Grenada,478,2,0,2,0,5,2,5,2,2,30,17,0,0,2,2,2,0,0,2,0,0,29,5,2,2,0,0,0,0,2,0,18,2,286,4,0,0,0,0,6,0,0,3,0,3,19,0,7,0,0,7,3,0,0,0,15
81,Guatemala,6421,54,3,110,43,2030,73,97,9,19,498,191,0,2,11,167,35,59,39,24,41,0,281,277,35,41,10,27,2,71,174,2,185,18,317,133,3,38,46,58,65,5,111,34,21,78,403,2,0,83,2,213,73,3,17,4,87
82,Guinea,771,6,0,6,0,10,2,8,2,2,3,42,0,0,2,7,16,9,3,5,0,0,62,15,8,15,2,3,0,2,3,2,22,0,313,11,0,53,0,2,46,0,2,2,2,16,24,0,0,0,2,10,19,0,2,0,18
83,Guinea-Bissau,20,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
84,Guyana,3631,4,2,10,0,28,3,57,8,9,399,126,0,2,3,11,5,2,2,4,10,0,142,26,4,56,0,8,0,2,5,0,248,0,2180,25,0,15,2,2,37,0,0,9,0,9,56,2,5,2,2,28,4,0,0,0,85
85,Haiti,10865,25,0,28,2,57,10,241,40,6,5457,220,0,2,4,53,58,12,11,22,47,3,249,1258,16,7,4,25,2,3,12,11,628,0,1524,84,6,33,0,8,239,2,30,10,0,35,56,2,11,15,0,66,16,3,4,0,212
86,Honduras,5150,26,5,46,25,462,30,47,5,12,1211,159,0,0,2,76,52,19,18,11,293,0,187,120,23,32,24,29,2,13,58,5,194,6,429,221,2,32,19,17,55,7,7,59,6,84,653,3,2,27,0,204,48,3,25,0,57
87,Hong Kong,1545,7,2,19,4,594,9,10,5,2,41,20,0,19,3,30,9,2,10,2,4,0,31,77,11,11,3,5,0,2,39,0,34,0,201,24,0,14,2,5,39,0,2,6,2,4,92,0,2,13,0,21,88,0,9,0,23
88,Hungary,754,2,2,25,3,109,8,11,0,4,171,16,0,7,2,16,9,2,2,5,5,2,16,13,12,10,2,5,2,2,25,0,37,2,71,19,0,25,0,7,16,2,0,2,2,7,29,2,0,6,2,14,14,2,8,0,8
89,Iceland,69,2,0,2,0,17,2,0,0,0,7,2,0,0,0,2,0,0,0,0,0,0,7,5,2,2,0,0,2,0,2,0,5,0,5,2,0,0,3,0,0,2,0,0,0,0,3,0,0,0,0,2,2,0,0,0,2
90,India,48109,320,3,641,197,9822,375,573,151,52,1384,2426,2,13,31,2514,530,185,178,121,169,26,1492,1605,848,633,100,365,3,85,189,78,3752,70,1972,1731,14,964,114,215,1554,2,35,368,17,691,6969,4,5,153,13,1897,1766,32,307,8,346
91,Indonesia,1359,5,2,15,8,432,42,7,2,2,57,51,2,2,2,25,9,2,5,5,13,2,46,21,9,13,2,6,2,5,21,13,33,3,76,19,2,29,8,15,64,0,0,6,0,26,123,2,0,11,0,31,70,2,8,2,7
92,Iran,8828,33,2,161,14,4244,69,38,6,22,224,233,2,6,18,159,27,8,26,33,26,3,352,150,63,52,4,30,2,16,200,5,83,18,190,120,6,70,43,69,51,2,8,28,4,83,942,2,0,86,4,425,261,7,25,2,76
93,Iraq,12321,23,6,938,10,1696,238,60,0,4,253,177,0,2,90,542,50,78,47,180,44,97,157,340,1627,243,2,136,2,196,84,35,34,28,376,160,23,279,33,149,167,0,26,16,15,360,1871,2,0,218,15,409,515,2,105,0,163
94,Ireland,1179,0,2,22,2,208,25,26,2,8,66,20,0,0,2,55,13,2,4,9,5,3,16,135,5,12,2,7,2,0,9,3,42,2,188,39,0,9,2,10,41,0,6,8,2,14,48,2,0,7,2,26,40,0,5,0,28
95,Israel,2363,13,0,38,2,501,21,14,0,5,345,46,0,5,2,58,7,2,5,7,14,2,68,58,23,16,2,12,2,2,78,4,113,5,473,35,0,29,3,17,43,2,2,16,0,11,116,2,2,6,3,23,63,0,8,2,47
96,Italy,2324,12,2,40,0,374,33,59,3,8,332,40,0,10,7,75,18,6,7,3,6,2,40,106,47,13,3,7,0,2,38,7,109,10,377,49,2,42,0,19,82,5,12,17,2,7,101,11,0,17,2,70,36,2,18,0,37
97,Jamaica,13465,61,7,44,7,194,27,678,45,21,4107,835,2,9,3,115,22,5,16,9,54,25,545,451,48,33,37,42,3,5,41,12,658,7,3514,179,6,74,15,14,410,2,23,80,2,54,334,15,10,13,14,222,32,7,38,2,240
98,Japan,1584,6,2,41,5,515,21,14,2,5,42,30,9,104,5,33,8,2,8,3,8,5,29,37,29,11,2,6,2,3,44,2,42,5,135,22,2,24,3,16,23,0,2,8,2,18,86,2,2,13,0,46,79,0,8,0,17
99,Jordan,2607,34,0,51,13,345,21,21,2,4,162,35,0,0,2,287,37,12,15,19,101,2,34,37,89,21,6,42,2,4,12,7,121,14,132,69,2,185,9,11,55,5,2,16,0,64,279,2,5,6,0,97,36,2,41,0,43
100,Kazakhstan,803,4,2,13,0,114,16,5,0,0,84,17,0,3,2,36,5,2,2,3,6,2,23,16,4,9,0,5,2,3,10,2,26,0,113,20,2,13,2,17,28,0,0,6,2,8,64,0,0,2,2,24,77,0,3,2,9
101,Kenya,4186,68,2,98,6,261,70,21,38,13,64,196,2,2,5,41,59,52,68,20,13,16,216,255,40,531,4,125,0,34,29,17,97,8,96,150,18,108,36,34,92,0,4,13,6,96,581,4,0,26,3,72,268,6,37,2,65
102,Kiribati,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
103,"Korea, North",17,2,0,2,0,5,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2
104,"Korea, South",11350,289,26,112,22,3176,132,57,19,16,189,991,20,136,12,328,46,21,31,22,21,3,575,226,130,64,18,58,7,11,163,7,608,25,807,178,0,105,31,78,257,2,12,38,2,109,834,23,5,72,2,551,517,4,33,4,126
105,Kosovo,482,2,2,11,3,9,3,25,0,0,23,8,0,0,0,24,0,2,2,8,3,0,7,12,24,0,0,0,0,0,2,2,29,2,167,3,2,4,7,0,12,0,0,2,2,4,39,2,0,3,0,11,8,0,19,0,2
106,Kuwait,840,7,0,16,2,124,13,9,2,2,39,18,0,2,0,44,9,2,6,11,19,14,13,36,31,15,0,12,0,2,5,2,35,4,44,21,0,32,0,13,22,0,2,5,2,20,105,0,2,8,0,34,23,0,9,0,12
107,Kyrgyzstan,411,2,2,2,2,46,9,2,0,2,22,7,0,0,3,47,2,0,0,2,3,0,14,23,2,5,2,3,0,0,5,0,6,2,70,7,2,13,2,13,16,0,2,7,0,5,22,2,0,2,0,11,24,2,3,0,3
