,CA,TX,FL,NY,WA/OR,AZ/NM/NV/UT/CO,MT/WY/ID/ND/SD/NE,KS/OK/MO/AR/IA/TN/KY,LA/MS/AL/GA,MN/WI/IL,IN/MI/OH/WV,SC/NC/VA,MD/DC/DE/PA/NJ,CT/RI/MA/NH/VT/ME,Other
Africa,5480.0,5238.0,2206.0,4881.0,2579.0,2939.0,670.0,3117.0,4127.0,6712.0,3739.0,5324.0,11587.0,4769.0,644.0
Asia Other,50338.0,12050.0,6248.0,14161.0,6510.0,6991.0,752.0,5061.0,5712.0,8818.0,7050.0,8475.0,14666.0,5767.0,3845.0
Europe,9987.0,3037.0,6063.0,11190.0,4668.0,3939.0,635.0,2791.0,2470.0,8466.0,4660.0,3451.0,9225.0,6335.0,1004.0
N.Amer. Other,9260.0,4241.0,29434.0,17356.0,1302.0,2477.0,364.0,1625.0,3397.0,1717.0,1522.0,3796.0,11288.0,6679.0,1911.0
Oceania,1491.0,170.0,98.0,131.0,338.0,324.0,23.0,109.0,76.0,87.0,67.0,178.0,146.0,120.0,285.0
S.Amer.,4309.0,2932.0,18877.0,8707.0,622.0,1678.0,128.0,988.0,2130.0,1551.0,900.0,3032.0,7420.0,4304.0,819.0
Mexico,24446.0,14416.0,1637.0,761.0,2558.0,8466.0,886.0,2559.0,1682.0,5019.0,1284.0,1438.0,1100.0,275.0,536.0
India,12719.0,5876.0,2123.0,3603.0,2034.0,1531.0,177.0,2300.0,3312.0,5177.0,3835.0,4016.0,10852.0,3295.0,285.0
China,11271.0,1705.0,771.0,7167.0,1125.0,1051.0,151.0,748.0,750.0,1481.0,1086.0,1155.0,3072.0,1994.0,437.0
