,NaturalizedCountry2015,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories1,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
108,Kyrgyzstan,418,0,2,3,0,64,9,5,0,3,13,6,0,2,2,13,4,0,2,6,2,0,2,20,3,4,0,2,0,0,3,2,7,2,97,6,0,8,4,19,23,0,0,5,0,2,10,0,0,5,0,12,47,0,2,2,0
109,Laos,2042,15,21,8,26,502,20,18,2,0,38,64,0,9,5,25,7,22,32,2,16,0,9,25,50,371,0,12,0,5,19,7,5,2,24,92,0,22,22,40,23,0,44,9,0,48,98,0,0,20,0,21,47,0,191,2,4
110,Latvia,392,2,2,2,0,66,12,13,2,0,36,13,0,0,2,28,3,2,0,0,0,2,11,15,9,3,0,0,2,2,2,2,21,2,60,4,0,7,2,4,11,0,0,4,0,3,16,0,0,2,0,17,12,2,5,0,1
111,Lebanon,2463,18,0,43,3,445,16,25,2,11,140,35,0,0,3,64,16,2,15,10,17,8,29,175,584,27,3,13,2,2,23,8,67,2,144,44,5,74,4,4,47,4,14,9,0,13,196,0,0,2,0,69,19,4,4,0,0
112,Lesotho,11,2,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0
113,Liberia,3042,7,2,60,2,87,31,18,62,5,28,142,0,0,3,36,30,78,4,19,3,3,244,113,39,350,0,31,0,6,5,11,208,2,202,109,33,56,17,9,510,0,124,31,17,28,151,0,0,15,2,71,21,5,7,0,7
114,Libya,193,0,0,6,0,24,11,2,2,0,8,13,0,2,0,8,5,2,0,2,4,0,2,5,6,0,2,3,0,0,0,0,14,0,12,2,0,4,2,2,5,0,0,0,0,2,23,0,0,3,0,13,4,0,3,2,0
115,Liechtenstein,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Lithuania,752,2,2,7,0,60,17,11,2,2,56,23,0,2,2,288,4,0,2,2,0,2,7,31,6,3,0,2,0,0,10,2,41,3,56,4,0,12,2,2,18,0,3,7,0,2,18,0,0,6,0,17,9,0,13,2,0
117,Luxembourg,20,0,0,3,2,5,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0
118,Macau,109,0,0,2,0,55,0,2,0,0,2,2,0,0,0,2,2,0,0,2,2,0,4,3,5,0,2,2,0,0,2,0,2,0,14,0,2,0,0,0,2,0,0,0,0,0,5,0,0,2,0,2,4,0,2,0,0
119,Macedonia,611,2,9,5,0,22,3,36,0,0,40,3,0,0,0,73,26,2,3,2,0,0,2,5,54,2,2,6,0,2,6,2,130,2,101,3,0,27,2,3,7,0,2,2,0,0,18,0,0,0,0,4,2,0,12,0,0
120,Madagascar,65,0,0,0,2,6,0,2,0,0,5,2,0,2,0,2,2,0,2,2,0,0,10,0,2,0,0,0,0,0,0,0,2,0,10,0,0,4,0,0,0,0,0,0,0,0,7,0,0,2,0,8,0,2,0,0,0
121,Malawi,91,0,0,0,4,6,2,2,0,2,4,7,0,2,0,3,6,0,0,7,2,0,9,2,2,0,0,3,0,3,0,2,2,0,4,2,0,3,2,2,3,0,0,0,0,2,8,0,0,0,0,3,2,0,0,0,0
122,Malaysia,1113,4,0,22,5,252,12,7,0,2,51,39,3,7,0,28,7,2,6,3,7,2,26,20,19,24,2,11,2,2,8,3,30,2,212,17,0,10,15,19,17,0,3,3,0,16,119,0,0,2,0,30,33,2,9,0,2
123,Maldives,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
124,Mali,405,2,2,3,2,3,6,7,2,3,0,18,0,0,0,6,4,4,0,3,2,0,34,2,3,2,0,0,2,0,0,0,13,0,167,9,0,16,0,2,53,0,2,3,0,2,19,0,0,0,2,3,7,0,5,0,0
125,Malta,50,0,0,2,0,6,2,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,2,0,0,4,0,0,0,0,3,2,0,2,0,0
126,Marshall Islands,22,0,0,0,0,2,2,0,0,0,2,2,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,2
127,Mauritania,355,2,0,2,0,6,14,0,0,2,0,10,0,0,0,12,6,2,0,20,12,0,8,0,4,2,0,7,2,0,3,0,3,0,103,5,7,80,0,2,9,0,0,0,0,22,2,0,0,0,2,7,5,0,0,0,0
128,Mauritius,60,0,0,0,2,11,2,0,0,2,2,4,0,0,0,2,2,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,4,0,9,2,0,2,2,0,2,0,0,2,0,0,3,2,0,2,0,4,0,0,0,0,0
129,Mexico,105958,316,49,5912,453,43503,2296,247,146,24,2306,1925,0,80,446,4705,712,408,698,190,269,12,328,193,618,425,144,319,18,387,1775,26,697,1454,1392,1212,30,360,937,1364,433,62,34,419,26,626,23603,15,0,1137,7,553,1829,26,607,68,137
130,"Micronesia, Federated States",85,0,3,0,0,5,4,0,0,0,2,19,2,9,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,8,0,0,0,0,12,0,2,5,2,2,0,0,2,6,0,0,0,1
131,Moldova,1681,14,9,12,0,348,22,10,0,0,93,86,0,3,5,54,9,0,2,4,8,2,20,123,13,48,2,32,2,4,25,2,28,0,144,90,2,17,4,69,50,2,0,10,0,23,26,0,0,6,4,37,210,0,4,3,3
132,Monaco,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
133,Mongolia,324,0,3,3,2,117,13,2,0,2,9,2,0,2,0,41,4,2,0,0,0,0,9,2,0,0,0,2,0,2,4,0,3,0,9,3,0,3,0,0,2,0,0,4,0,4,7,0,0,8,0,42,15,0,3,2,2
134,Montenegro,209,0,0,0,0,8,0,2,0,0,8,2,0,0,0,16,2,0,0,0,0,0,0,0,40,0,2,2,0,0,0,0,10,2,113,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,0
135,Montserrat,43,2,0,0,0,2,0,4,0,0,5,2,0,0,0,0,0,0,0,0,0,0,2,11,2,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0
136,Morocco,3805,16,3,21,8,239,70,91,19,17,378,86,0,3,3,129,17,10,7,31,16,7,71,511,19,28,14,10,2,0,27,11,251,6,490,132,2,108,41,16,215,4,18,21,2,20,189,0,0,3,0,351,36,2,30,2,6
137,Mozambique,43,2,0,0,0,7,0,2,0,2,8,2,0,2,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,3,0,3,0,0,2,2,0,2,0,2,0,0,0,6,0,0,0,0,2,0,0,0,0,0
138,Namibia,42,2,0,2,0,7,3,0,0,0,6,2,0,0,2,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,0,0,0,0,3,6,0,0,0,0,2,0,0,2,2,0,2,0,0,0,0,2,0,2,2,0,0
139,Nepal,4225,22,5,57,5,668,200,66,3,6,43,103,2,11,8,100,20,37,25,49,23,0,229,223,30,41,2,41,2,48,15,47,50,10,512,91,3,89,41,35,129,0,6,64,5,10,555,2,0,38,12,336,67,7,27,2,7
140,Netherlands,778,6,4,15,3,137,16,12,0,5,85,18,2,3,3,25,7,3,3,3,3,3,13,28,18,5,2,6,2,2,7,6,28,6,50,12,0,17,2,15,30,2,6,7,0,4,82,2,0,7,2,28,27,4,5,0,2
141,Netherlands Antilles (former),35,0,0,2,0,0,0,2,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,7,0,0,2,2,0,0,2,0,0,0,0,2,0,3,0,0,2,2,0,0,0,0
142,New Caledonia,5,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,New Zealand,514,2,2,14,2,125,29,7,0,2,32,9,2,14,2,13,4,0,2,3,2,2,11,9,3,6,2,2,0,0,11,0,8,6,33,9,2,9,2,21,12,0,2,4,2,4,31,0,0,19,0,11,29,0,5,0,1
144,Nicaragua,3951,11,2,29,9,903,15,22,3,9,1822,70,0,2,0,27,22,3,4,7,43,3,87,29,6,15,6,7,0,4,31,3,77,8,145,50,2,12,5,16,28,6,2,18,3,20,235,0,0,17,0,85,16,3,11,2,0
145,Niger,180,2,2,2,2,2,2,0,0,2,4,10,0,2,0,3,16,0,0,2,3,0,16,4,4,0,0,0,0,2,0,0,2,0,37,26,0,12,2,0,22,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0
146,Nigeria,10363,46,9,88,26,747,75,87,54,73,256,819,2,2,5,515,159,11,24,23,45,2,1350,297,131,181,13,109,2,11,41,8,518,14,1090,230,9,178,101,39,237,2,61,97,0,113,2105,4,2,12,2,188,67,6,60,4,17
147,Northern Mariana Islands,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Norway,80,0,0,2,2,6,2,2,0,0,7,5,0,0,2,0,0,0,0,0,2,0,2,0,3,2,0,2,0,2,0,0,2,0,8,4,2,0,2,2,5,0,0,0,0,2,12,0,0,2,0,2,5,0,0,2,0
149,Oman,47,0,0,2,0,4,4,0,0,0,4,3,0,0,0,2,0,2,0,0,0,0,2,2,2,2,0,0,0,0,0,0,3,0,8,0,0,0,2,0,2,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0
150,Pakistan,11912,70,16,75,32,1458,64,217,45,9,394,392,0,2,2,785,76,27,46,46,74,5,531,252,242,46,5,94,2,10,41,16,692,13,2231,178,2,150,55,23,312,2,33,28,0,84,2036,0,0,70,4,723,120,10,62,0,12
151,Palau,44,2,2,2,0,6,2,0,0,0,2,5,2,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,3,0,2,6,2,0,0,0,0,3,0,0,0,1
152,Panama,1412,13,3,18,5,115,19,8,3,7,326,79,0,5,2,17,10,2,3,7,13,0,50,28,8,7,7,12,0,4,8,2,36,4,215,29,0,15,13,5,31,17,2,17,2,17,144,0,0,6,2,50,22,2,4,0,3
153,Papua New Guinea,21,2,0,0,0,5,2,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,2,2,0,0,0,0
154,Paraguay,338,2,0,4,2,20,4,10,0,3,57,13,0,0,2,6,2,3,2,2,0,0,15,3,2,0,0,5,0,0,2,0,36,0,106,3,0,2,2,2,7,2,2,3,0,0,7,0,0,2,0,9,2,0,2,0,0
155,Peru,10701,20,9,98,15,1568,145,338,14,25,2484,301,2,22,21,131,41,9,27,34,23,6,342,204,23,21,16,27,2,16,113,8,1407,30,1021,187,2,77,57,56,127,37,13,75,5,45,466,0,0,259,9,583,76,13,37,2,14
156,Philippines,40815,160,326,715,94,17113,307,256,74,41,1618,445,542,1877,58,1831,229,83,117,119,159,45,836,231,368,178,87,206,35,46,1543,45,1785,125,2001,381,17,366,211,289,388,0,55,301,20,202,2209,33,84,137,15,969,1093,31,145,36,138
157,Poland,7886,3,6,95,4,312,97,591,7,8,360,72,0,26,3,2351,31,6,12,12,9,7,67,228,162,17,2,13,2,4,49,9,970,3,1565,46,0,56,10,23,229,2,23,31,5,26,124,0,0,17,3,69,52,5,52,2,10
158,Portugal,1690,2,2,4,2,159,3,114,0,0,69,6,0,3,2,4,2,0,2,0,2,2,22,499,2,2,2,3,0,0,3,13,409,0,144,11,0,2,2,5,28,2,118,3,0,2,21,0,0,2,2,10,5,2,3,0,4
159,Qatar,75,2,0,2,0,12,2,0,2,0,0,2,0,0,0,5,2,2,2,0,0,0,2,2,7,2,0,2,0,0,0,0,5,0,6,0,0,6,0,0,2,0,0,0,0,0,11,0,0,0,0,4,0,0,2,0,0
160,Romania,3478,12,2,140,11,490,52,60,10,10,316,229,0,5,16,355,19,8,10,8,14,4,40,81,199,18,5,25,6,3,56,17,100,8,297,59,0,98,15,68,94,0,2,25,2,28,194,2,0,10,2,87,146,0,16,2,5
161,Russia,6552,29,33,53,7,1166,170,72,18,13,520,151,2,22,25,220,39,12,22,26,22,27,173,337,68,75,9,37,8,15,68,18,296,16,1074,95,5,77,35,139,253,0,6,67,4,48,268,2,0,45,4,173,415,5,55,4,8
162,Rwanda,300,2,0,20,0,10,8,4,0,2,4,8,0,0,4,9,7,10,0,3,0,5,7,10,17,5,0,10,0,4,2,4,5,2,18,7,3,22,2,3,9,0,2,3,0,14,34,0,0,7,3,7,5,2,2,0,0
163,Saint Kitts-Nevis,360,0,0,0,0,5,2,7,3,0,63,11,0,0,0,2,3,0,0,0,2,0,8,5,0,2,0,0,0,0,2,0,12,0,94,4,0,0,2,0,9,11,2,5,0,0,10,2,85,2,0,6,4,0,2,0,1
164,Saint Lucia,775,2,0,5,2,16,0,45,4,0,107,27,0,2,0,8,0,2,2,0,3,2,19,17,2,0,0,2,0,0,2,0,22,2,336,7,0,2,2,2,11,2,5,7,0,3,50,0,49,0,0,5,3,2,0,2,1
165,Saint Vincent and the Grenadines,467,2,0,3,2,10,2,5,2,2,35,9,0,2,0,3,0,0,0,0,2,0,11,16,2,0,2,0,0,0,0,0,16,0,285,5,0,2,0,0,20,0,2,4,2,2,14,0,5,2,0,8,2,0,0,0,1
166,Samoa,213,0,13,2,0,63,2,0,0,0,4,2,0,26,2,2,0,0,0,2,0,0,2,0,2,0,0,3,0,0,10,0,0,2,0,0,0,0,2,5,0,2,0,2,0,2,2,0,0,43,0,2,23,0,2,0,2
167,San Marino,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Sao Tome and Principe,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Saudi Arabia,796,7,2,7,2,111,8,13,4,4,31,19,0,2,2,43,8,5,13,5,8,2,20,11,53,11,5,6,0,4,6,2,40,0,72,17,0,33,7,6,27,2,2,2,0,4,115,0,0,4,0,40,9,2,6,0,2
170,Senegal,974,7,2,10,2,35,13,7,2,6,18,74,0,2,2,17,18,2,3,17,4,3,64,22,27,8,3,8,0,2,3,2,43,2,267,40,2,66,9,2,21,2,27,7,0,7,44,0,0,0,2,36,9,2,7,2,5
171,Serbia,522,0,2,13,0,69,5,5,2,3,45,6,0,2,2,110,4,2,6,3,2,2,8,11,13,2,0,7,0,2,18,2,22,0,59,12,0,13,2,4,10,0,2,2,0,4,22,0,0,4,2,14,7,2,7,0,0
172,Serbia and Montenegro (former),1297,2,4,24,4,92,13,30,4,8,74,15,0,4,0,124,15,9,2,15,0,2,20,22,113,6,2,18,0,2,19,15,78,2,351,10,3,35,6,4,15,0,3,5,3,10,44,0,0,7,0,29,15,0,23,0,0
173,Seychelles,7,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
174,Sierra Leone,1692,7,3,17,2,76,9,6,11,8,20,77,0,2,0,30,9,8,3,5,2,0,361,52,16,18,3,8,0,0,4,3,90,2,236,37,2,78,2,5,159,0,7,8,0,6,76,0,0,5,0,197,18,2,3,0,4
175,Singapore,285,0,2,5,2,71,7,2,0,0,8,9,0,4,2,10,2,0,0,2,0,0,3,8,4,4,0,0,0,0,7,2,7,0,21,9,0,4,7,3,8,0,0,2,0,2,40,0,0,3,0,9,15,0,4,0,3
176,Sint Maarten,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
177,Slovakia,443,2,0,7,2,42,9,12,2,2,57,13,0,6,0,43,2,4,2,2,0,2,9,6,2,2,0,0,0,0,2,0,72,2,60,9,0,6,0,3,20,2,0,2,0,4,17,2,0,2,2,12,7,0,2,0,0
178,Slovenia,61,0,0,2,0,11,3,0,0,2,8,2,0,2,2,4,0,0,0,0,0,0,2,2,0,2,0,2,0,0,2,0,0,0,9,2,0,2,0,2,2,0,2,2,0,2,2,0,2,0,0,0,2,0,2,0,0
179,Somalia,3691,3,8,113,0,95,131,11,2,2,5,90,0,2,13,58,13,68,60,56,2,149,7,94,30,1021,2,106,0,137,13,9,2,2,114,16,62,411,4,89,44,0,0,0,14,72,111,0,0,63,58,65,215,0,49,0,6
180,South Africa,2538,17,3,61,2,397,68,36,11,9,267,181,0,10,9,66,21,6,24,16,8,10,59,80,30,24,8,12,3,10,31,3,50,5,130,125,5,45,18,34,71,0,2,53,2,39,251,0,0,27,2,82,72,7,30,2,6
181,South Sudan,131,0,2,4,0,3,3,0,0,0,2,4,0,0,0,2,0,19,2,5,0,5,2,7,3,3,0,7,0,24,2,0,0,0,5,0,0,0,3,0,6,0,0,2,2,5,8,0,0,2,2,3,2,0,0,0,0
182,Soviet Union (former),2372,9,10,18,3,408,54,35,10,6,182,40,2,3,9,104,12,14,13,7,4,2,61,132,37,30,0,18,2,4,23,39,119,3,414,29,0,42,2,43,67,2,2,19,2,18,106,0,2,17,5,59,106,3,18,2,4
183,Spain,1414,8,0,19,2,232,26,13,2,12,285,26,0,4,2,39,6,5,6,6,8,3,33,49,12,5,0,7,0,2,12,7,101,4,163,19,2,15,2,13,27,33,6,14,2,5,88,2,0,9,0,39,26,0,12,2,5
184,Sri Lanka,1246,5,2,8,2,336,6,7,2,3,30,22,2,2,3,52,8,0,9,8,6,0,83,33,15,11,3,5,0,4,18,4,88,2,212,15,0,22,8,14,27,0,2,9,0,4,86,0,0,5,2,31,23,2,10,0,2
185,Sudan,1740,12,7,71,0,106,68,24,2,5,43,48,0,0,4,58,22,88,9,18,5,18,63,45,31,57,2,27,2,85,4,9,29,0,117,77,17,36,8,3,70,0,2,8,20,43,132,0,0,25,3,163,46,0,8,0,3
186,Suriname,183,0,0,2,0,4,0,2,0,2,50,3,0,0,0,2,0,0,0,0,0,0,7,3,2,2,0,0,0,0,2,0,14,0,69,2,0,2,2,2,7,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,2
187,Swaziland,12,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
188,Sweden,885,5,2,14,0,222,31,27,2,6,74,22,0,9,2,12,6,2,2,3,3,5,22,19,21,16,0,6,2,0,9,3,27,2,91,26,0,12,4,16,17,0,7,9,0,6,51,0,0,11,2,22,32,0,5,0,1
189,Switzerland,411,2,2,10,0,92,11,4,3,2,33,7,0,4,2,8,9,0,2,2,2,2,9,12,3,2,0,2,0,2,9,2,17,2,50,12,0,6,2,7,18,0,2,2,0,8,23,0,2,5,2,9,10,0,2,2,0
190,Syria,2004,4,0,32,4,546,12,20,3,5,109,18,0,0,0,176,19,2,6,11,6,0,20,63,117,11,2,14,0,4,13,2,136,2,167,28,2,71,11,13,139,0,8,11,0,13,106,0,0,8,3,42,15,8,5,0,0
191,Taiwan,4420,11,0,50,7,2077,40,30,5,8,72,85,10,32,2,99,22,10,17,16,10,5,94,111,52,16,4,24,2,3,45,5,148,5,406,45,0,46,17,43,54,0,8,13,0,10,388,0,0,27,4,65,159,4,12,0,3
192,Tajikistan,156,0,0,2,2,17,16,2,2,0,7,5,0,0,0,7,0,0,0,0,0,0,5,2,2,2,0,3,0,4,2,0,4,0,45,3,0,2,0,4,4,0,0,2,0,0,3,0,0,0,0,6,8,0,3,0,0
193,Tanzania,553,8,0,5,2,46,2,2,2,3,23,37,0,2,4,24,6,11,12,2,2,0,48,32,6,7,2,9,0,3,4,2,21,3,45,9,0,22,2,4,6,0,3,7,3,11,64,0,0,4,0,24,15,0,3,0,4
194,Thailand,5213,42,31,88,26,1389,91,60,9,8,267,140,14,53,20,117,48,36,44,23,29,16,89,160,46,279,10,47,3,49,123,22,67,15,260,121,3,65,54,75,83,0,15,25,9,44,322,2,2,60,4,169,189,10,224,3,14
195,Togo,1171,19,3,25,2,20,17,18,3,16,13,68,2,2,0,114,6,21,8,8,2,0,169,9,3,51,0,12,0,58,5,0,30,2,185,55,3,27,9,0,37,0,2,18,0,4,48,2,0,4,5,54,6,0,7,0,3
196,Tonga,352,0,8,8,2,157,2,0,2,0,2,0,0,62,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,9,0,0,0,0,2,0,2,2,4,2,0,0,0,0,0,20,0,0,57,0,2,6,0,0,2,1
197,Trinidad and Tobago,4869,11,0,21,7,88,11,68,18,11,792,189,0,2,0,49,11,2,5,10,20,4,233,115,17,9,3,4,2,2,6,6,311,4,2211,65,2,25,8,2,146,2,16,29,2,25,178,5,15,2,5,81,10,2,6,0,6
198,Tunisia,314,2,0,4,2,53,3,2,3,3,42,8,2,0,0,10,4,2,3,0,2,0,15,6,9,5,0,2,0,2,2,0,10,0,27,8,0,5,2,2,21,0,2,2,0,6,22,2,0,0,0,21,5,0,4,0,0
199,Turkey,3150,13,4,39,5,472,23,62,22,15,235,77,0,3,3,111,10,9,13,4,16,3,77,96,36,19,2,16,2,11,19,10,438,3,555,59,2,68,19,19,102,2,9,17,0,30,196,2,2,11,2,116,48,5,15,0,7
200,Turkmenistan,153,0,2,2,0,17,2,3,2,0,7,4,0,2,0,9,0,0,0,0,0,0,3,7,2,0,0,4,0,0,2,0,2,2,49,0,0,2,0,3,3,0,0,0,0,2,8,0,0,6,0,2,9,0,7,0,0
201,Turks and Caicos Islands,33,0,0,2,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Tuvalu,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Uganda,817,6,0,8,2,125,18,12,3,4,20,26,0,3,2,40,9,2,4,2,2,2,67,192,17,16,2,5,0,2,7,2,19,2,23,7,0,17,9,2,15,0,2,9,0,2,67,0,0,3,2,17,16,2,8,2,1
204,Ukraine,8926,34,34,41,6,1534,149,123,12,6,410,182,2,13,49,599,55,14,19,43,14,5,71,256,206,89,5,107,10,25,33,17,337,9,1353,171,7,246,18,421,485,3,11,141,27,79,165,0,2,32,2,133,1041,6,63,2,11
205,United Arab Emirates,443,2,2,8,0,66,2,5,0,2,27,19,0,2,0,24,6,2,4,2,2,2,6,12,19,10,0,6,0,0,2,2,16,2,53,11,2,14,6,2,9,0,2,2,0,5,67,0,0,2,0,25,2,0,3,0,1
206,United Kingdom,10095,71,11,220,30,1697,275,228,23,45,1185,383,3,49,27,288,93,29,40,33,49,51,211,416,228,72,12,47,18,17,83,53,381,26,875,317,6,145,61,142,296,5,39,111,8,103,807,2,2,59,36,271,271,18,88,14,26
207,United States,75,0,0,2,0,9,3,0,0,0,6,4,0,2,0,2,2,2,0,0,2,0,4,3,0,0,0,0,0,0,0,0,4,0,15,0,0,0,0,0,2,0,0,2,0,0,5,0,0,2,2,5,3,0,0,0,0
208,Uruguay,902,0,0,5,0,60,3,17,2,4,313,54,0,2,2,14,2,2,2,0,7,0,12,34,3,0,3,4,2,0,7,7,116,0,85,13,0,10,2,2,9,8,0,12,2,6,31,0,0,22,0,22,4,0,2,0,0
209,Uzbekistan,1660,5,2,17,2,202,40,11,0,3,86,52,0,2,19,50,5,2,3,34,0,0,25,33,10,9,2,24,2,4,6,8,50,2,518,35,0,70,5,36,96,0,0,10,0,13,51,0,0,10,2,47,52,2,8,2,1
210,Vanuatu,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Venezuela,8192,23,7,50,7,364,62,72,13,12,4198,251,0,9,3,91,50,7,14,24,53,2,89,142,45,22,2,23,2,7,19,4,211,10,443,134,0,55,49,17,81,122,22,47,0,63,973,2,2,99,2,111,50,3,24,2,7
212,Vietnam,21976,152,11,370,111,7490,356,129,31,7,855,913,5,149,27,320,95,112,211,72,328,31,337,674,217,295,82,220,8,148,116,31,274,88,380,603,15,188,267,419,548,4,15,108,12,174,3179,2,2,152,9,649,846,22,87,6,24
213,Yemen,1284,17,0,2,5,187,2,11,7,2,7,5,0,0,0,47,9,0,3,0,13,0,6,2,341,8,17,6,0,2,0,0,8,2,449,61,0,5,0,0,3,0,0,2,0,23,12,0,0,0,0,16,2,2,2,2,3
214,Zambia,370,4,0,10,3,37,4,9,2,2,22,31,0,2,0,23,10,2,2,3,2,0,20,7,5,3,2,5,0,3,2,0,7,0,23,9,0,7,4,3,12,0,0,3,0,5,54,0,0,2,2,17,9,0,2,0,0
215,Zimbabwe,852,10,2,9,0,68,15,15,3,2,44,48,0,0,2,12,50,3,3,19,2,4,37,34,22,10,2,9,2,7,4,5,17,3,35,42,2,35,14,9,30,0,0,7,2,10,154,0,0,2,2,29,14,2,6,0,0
216,Unknown,89,2,0,3,0,5,0,2,0,2,2,6,0,0,0,5,2,0,0,0,4,0,2,3,9,2,2,2,0,0,0,0,2,0,7,0,0,14,0,2,2,2,0,0,0,0,4,0,0,0,0,3,2,0,0,0,7
