,CA,TX,FL,NY,WA/OR,AZ/NM/NV/UT/CO,MT/WY/ID/ND/SD/NE,KS/OK/MO/AR/IA/TN/KY,LA/MS/AL/GA,MN/WI/IL,IN/MI/OH/WV,SC/NC/VA,MD/DC/DE/PA/NJ,CT/RI/MA/NH/VT/ME,Other
Africa,4504.0,4287.0,1563.0,5961.0,2204.0,2324.0,1008.0,3825.0,2911.0,5084.0,4588.0,6039.0,10887.0,5967.0,700.0
Asia Other,48988.0,9805.0,4841.0,17049.0,6554.0,6703.0,1777.0,6774.0,4918.0,9002.0,12428.0,10579.0,15239.0,7090.0,5083.0
Europe,9885.0,1995.0,4394.0,9084.0,3736.0,2759.0,613.0,2141.0,1721.0,6327.0,4154.0,3886.0,7332.0,6229.0,885.0
N.Amer. Other,13939.0,4660.0,38854.0,28787.0,1394.0,3063.0,639.0,2565.0,3540.0,1943.0,2229.0,6469.0,17033.0,11283.0,3412.0
Oceania,1329.0,110.0,87.0,176.0,346.0,246.0,48.0,87.0,92.0,85.0,95.0,176.0,117.0,127.0,207.0
S.Amer.,5402.0,2510.0,15186.0,11030.0,678.0,1734.0,214.0,1128.0,1958.0,1460.0,1224.0,4421.0,9748.0,5331.0,940.0
Mexico,50464.0,22167.0,2484.0,1808.0,4245.0,13422.0,1557.0,4102.0,2180.0,6890.0,2632.0,3160.0,2014.0,668.0,768.0
India,12032.0,3770.0,1300.0,2726.0,1957.0,1190.0,183.0,1539.0,2125.0,3659.0,3308.0,4600.0,9117.0,2994.0,302.0
China,10799.0,1233.0,755.0,9764.0,1295.0,1005.0,178.0,959.0,810.0,1472.0,1458.0,1514.0,3119.0,2588.0,725.0
