,CA,TX,FL,NY,WA/OR,AZ/NM/NV/UT/CO,MT/WY/ID/ND/SD/NE,KS/OK/MO/AR/IA/TN/KY,LA/MS/AL/GA,MN/WI/IL,IN/MI/OH/WV,SC/NC/VA,MD/DC/DE/PA/NJ,CT/RI/MA/NH/VT/ME,Other
Africa,6938.0,11027.0,2972.0,10663.0,4527.0,6255.0,2724.0,9304.0,5711.0,12986.0,8463.0,9010.0,18357.0,9586.0,292.0
Asia Other,75485.0,27450.0,10050.0,31787.0,12571.0,13569.0,3635.0,13310.0,10913.0,15584.0,18676.0,18485.0,24031.0,10639.0,6599.0
Europe,13617.0,4352.0,8051.0,12731.0,4285.0,3377.0,630.0,2466.0,2087.0,8147.0,4267.0,4176.0,9192.0,6408.0,549.0
N.Amer. Other,17695.0,14351.0,76403.0,45661.0,2527.0,6406.0,1537.0,6071.0,5887.0,3013.0,3603.0,8365.0,29811.0,17453.0,4285.0
Oceania,1802.0,327.0,174.0,497.0,468.0,458.0,50.0,175.0,127.0,178.0,126.0,157.0,239.0,145.0,148.0
S.Amer.,5817.0,4891.0,21718.0,13678.0,962.0,2565.0,314.0,1579.0,2238.0,2193.0,1528.0,4028.0,10689.0,6197.0,517.0
Mexico,57732.0,37811.0,4427.0,2657.0,6289.0,20769.0,2059.0,7783.0,4679.0,12768.0,4235.0,5154.0,3121.0,833.0,265.0
India,11941.0,6378.0,1956.0,4255.0,2087.0,1589.0,204.0,2300.0,3086.0,5274.0,3606.0,3859.0,10658.0,3123.0,78.0
China,23076.0,3419.0,1771.0,17349.0,2852.0,1948.0,319.0,1835.0,1698.0,2802.0,2017.0,2347.0,6050.0,3263.0,819.0
