,NaturalizedCountry2016,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories1,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
90,Indonesia,1641,5,3,18,4,611,54,8,2,3,43,38,0,13,9,26,4,10,2,6,5,4,37,21,18,12,2,8,2,2,26,25,44,3,118,15,2,22,9,21,89,0,2,6,3,6,117,2,0,9,2,34,115,0,5,0,3
91,Iran,9507,15,2,144,7,5404,76,35,6,21,209,200,2,11,23,151,29,9,26,35,15,2,342,163,91,42,7,31,2,15,97,4,89,9,280,70,5,75,56,91,68,2,3,12,0,65,750,0,0,41,2,355,281,8,25,2,7
92,Iraq,12130,20,4,541,9,2786,145,59,4,6,188,142,0,2,64,723,54,64,32,191,30,84,120,289,2571,149,2,168,2,119,53,35,59,42,326,114,37,195,53,133,180,0,12,19,19,255,1020,0,0,98,6,436,383,2,61,2,25
93,Ireland,1383,3,2,12,2,223,20,30,2,6,76,24,0,3,2,62,4,2,2,15,2,3,18,179,14,13,2,8,2,2,5,6,62,2,304,16,0,18,3,19,47,0,12,10,2,7,51,0,2,2,2,26,47,2,10,0,3
94,Israel,3071,11,2,36,0,763,27,34,2,10,312,58,0,6,0,88,14,8,6,6,16,0,58,89,43,4,2,17,0,2,62,2,234,4,642,32,2,45,5,24,70,0,2,24,0,31,160,2,2,2,3,37,57,4,8,0,8
95,Italy,2692,3,2,29,4,416,29,67,5,17,310,24,3,9,2,92,12,4,2,4,12,3,52,122,87,10,2,21,2,2,22,5,199,10,554,59,2,39,7,18,113,9,21,13,0,8,87,2,0,17,2,69,63,2,16,2,11
96,Jamaica,16772,25,4,47,6,285,50,889,67,38,4516,850,2,7,2,220,30,5,9,12,36,17,551,502,87,26,32,49,4,4,29,16,1021,6,5607,185,11,92,34,12,506,3,27,123,2,32,316,14,7,6,17,217,42,11,35,2,29
97,Japan,1758,9,5,23,2,616,22,15,2,6,46,31,13,154,2,37,9,5,7,14,3,4,24,21,20,8,5,8,2,6,26,7,51,8,163,20,2,29,2,29,33,0,0,5,2,12,62,2,2,12,2,48,109,5,5,0,7
98,Jordan,2552,24,2,33,10,400,21,14,2,3,139,40,0,0,2,307,28,7,18,33,68,2,34,49,138,28,7,39,0,5,6,3,175,6,157,76,2,153,11,18,55,3,0,22,0,52,201,0,4,7,2,72,32,3,40,0,4
99,Kazakhstan,760,0,2,6,0,118,13,8,0,4,42,6,0,2,3,23,2,5,3,8,4,2,26,23,7,11,3,12,0,0,4,0,34,0,130,10,0,18,5,26,33,0,0,14,2,3,36,3,0,2,2,37,66,0,4,0,0
100,Kenya,4834,62,2,82,13,346,67,19,61,16,112,269,2,3,5,75,86,58,102,29,7,20,256,332,69,319,7,114,0,20,22,26,187,12,145,169,23,136,51,29,136,0,7,40,3,50,729,4,2,11,8,116,336,3,15,3,19
101,Kiribati,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
102,"Korea, North",16,0,0,0,0,2,2,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,4,2,0,0,0,0
103,"Korea, South",14347,123,32,138,16,4525,193,91,19,23,257,711,33,160,7,475,59,17,37,39,31,12,522,237,171,44,13,103,5,10,100,15,1120,20,1478,171,4,126,122,98,317,2,17,93,4,81,774,34,2,30,7,805,706,7,32,0,80
104,Kosovo,530,0,0,6,0,12,2,34,0,3,20,15,0,0,3,22,0,5,2,6,2,2,6,8,39,2,0,7,0,2,0,0,20,2,200,9,2,3,7,3,20,0,0,2,2,10,25,0,0,2,2,11,5,0,13,0,0
105,Kuwait,790,11,2,17,5,103,6,4,2,5,38,10,0,0,5,39,14,5,4,5,11,6,17,24,49,15,0,7,0,2,2,2,31,2,60,24,0,35,9,5,24,2,2,4,2,11,121,2,0,2,0,25,18,2,6,0,3
106,Kyrgyzstan,408,0,4,5,0,55,7,0,0,3,14,5,0,0,2,23,0,3,3,2,3,0,7,12,2,12,0,3,0,2,4,0,13,2,76,9,0,13,2,13,21,0,0,4,0,2,11,2,0,2,2,16,52,2,2,0,2
107,Laos,1999,6,12,9,62,476,16,20,0,2,36,60,0,21,4,24,4,17,26,2,15,4,6,25,57,341,0,8,0,3,20,3,10,5,15,91,2,28,39,43,19,0,23,9,2,79,73,0,0,4,2,16,84,2,172,0,6
108,Latvia,356,2,0,2,0,55,5,6,2,0,42,8,0,2,0,25,2,2,2,2,0,2,8,12,7,5,0,2,0,0,2,2,16,2,47,14,0,11,3,6,4,0,0,6,2,2,9,0,0,3,0,10,22,0,8,2,1
109,Lebanon,2284,10,2,26,0,421,17,19,2,8,108,41,0,2,2,47,15,12,9,4,6,2,25,171,562,19,2,7,0,2,17,6,72,4,124,26,2,67,19,5,45,2,10,10,2,13,187,0,0,7,0,67,46,0,4,5,7
110,Lesotho,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Liberia,3022,3,0,61,2,68,22,21,47,2,26,137,0,0,0,35,32,78,3,35,9,0,245,111,39,335,0,40,2,3,4,5,211,2,187,106,87,62,12,18,518,0,120,15,22,29,141,2,2,14,2,64,19,2,16,0,10
112,Libya,210,2,0,3,2,35,8,5,0,0,14,5,2,0,0,5,3,2,0,2,2,2,2,5,11,2,2,0,0,0,2,0,13,0,17,3,2,5,4,2,7,0,0,2,0,2,23,0,2,2,0,9,7,2,2,0,1
113,Lithuania,626,0,0,3,2,46,13,16,4,2,63,17,0,2,0,233,4,0,2,2,0,0,11,21,8,6,2,0,2,2,9,2,15,0,59,10,2,14,2,2,10,0,0,4,0,3,13,0,0,2,0,10,8,2,4,2,1
114,Luxembourg,18,0,0,2,2,3,2,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
115,Macau,101,0,0,2,0,50,3,2,0,0,0,2,0,5,0,2,0,2,0,0,0,0,2,3,2,0,0,2,0,0,2,0,0,0,11,2,0,2,0,0,2,0,0,0,0,0,5,0,0,2,0,2,4,0,2,0,1
116,Macedonia,704,0,10,5,2,29,3,30,0,0,44,5,0,0,0,97,38,0,2,0,2,2,0,12,65,2,4,8,0,0,8,2,136,0,110,3,0,24,2,2,8,0,2,0,2,0,18,2,0,2,0,8,5,0,16,2,1
117,Madagascar,75,2,0,2,0,10,0,0,0,2,7,0,2,0,0,0,0,2,0,0,0,0,8,2,2,2,0,0,0,0,0,2,3,0,10,2,0,3,0,0,0,0,0,5,0,0,4,0,0,0,0,8,3,0,0,0,0
118,Malawi,95,3,0,2,2,9,2,2,0,0,5,10,0,0,2,4,2,2,2,0,0,0,3,3,5,0,0,2,0,0,2,0,3,0,5,2,0,5,2,0,4,0,0,0,0,2,12,0,0,2,0,2,4,0,0,0,0
119,Malaysia,1189,4,2,18,6,248,13,9,2,2,30,39,2,4,2,32,7,4,8,7,3,0,20,31,17,20,4,17,2,2,12,2,51,2,221,18,0,19,13,15,27,0,2,5,0,18,113,0,0,5,2,37,69,0,6,2,3
120,Maldives,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Mali,456,2,0,2,0,10,9,2,2,4,4,22,0,0,0,4,3,3,0,2,6,0,40,2,5,3,0,2,0,0,2,0,10,0,188,15,0,12,2,0,54,0,4,3,0,3,21,2,0,0,2,8,8,0,2,0,1
122,Malta,43,0,0,0,0,4,0,0,0,0,4,2,0,0,0,3,0,0,2,0,2,0,2,0,7,0,0,0,0,0,0,0,3,0,6,3,2,2,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0
123,Marshall Islands,27,0,2,0,2,3,0,0,0,0,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,0,1
124,Mauritania,323,2,0,3,0,4,12,0,0,0,2,7,0,0,0,6,4,0,0,14,11,0,9,2,4,2,2,8,0,0,0,0,2,0,76,4,5,90,0,2,19,0,0,0,0,16,5,0,0,0,0,9,7,0,0,0,0
125,Mauritius,63,0,0,2,0,12,0,2,0,0,9,2,0,2,2,2,2,2,0,0,2,2,4,3,2,0,0,0,0,0,0,2,4,2,0,3,0,0,0,2,2,0,0,0,0,0,5,0,0,2,2,3,0,0,0,0,0
126,Mexico,103550,276,53,4943,572,39228,2188,238,134,34,2648,1895,2,63,478,5041,800,408,809,229,236,31,376,258,906,502,135,392,20,522,2383,39,788,1481,1672,1433,38,424,902,1612,512,59,28,456,22,595,22687,11,3,975,2,594,2472,35,687,58,164
127,"Micronesia, Federated States",67,0,2,2,0,5,0,0,0,0,2,13,5,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,2,2,0,0,0,0,7,0,0,7,0,2,2,0,2,0,0,2,0,4
128,Moldova,1689,18,13,17,0,305,27,18,4,0,108,69,0,4,3,76,12,2,5,2,13,2,22,93,4,48,2,16,0,2,27,2,28,0,131,66,4,19,5,71,41,0,2,16,2,19,33,2,0,6,9,26,294,2,2,3,1
129,Monaco,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Mongolia,437,0,0,2,0,159,26,0,0,2,10,0,0,3,0,70,9,0,0,2,2,0,5,4,0,2,0,2,0,2,5,0,3,0,14,3,2,6,0,2,8,0,0,2,0,2,10,0,0,8,2,49,24,0,5,0,1
131,Montenegro,222,0,0,2,0,2,2,4,0,0,7,0,0,0,0,11,0,0,0,0,0,0,2,2,34,0,0,0,0,0,2,0,13,0,132,2,0,0,0,0,0,0,0,2,0,0,4,0,0,2,0,2,3,0,2,0,0
132,Montserrat,45,0,0,0,0,2,2,0,0,0,5,2,0,0,0,0,0,0,0,0,0,2,2,13,0,0,0,0,0,0,0,0,2,0,9,2,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,2,2,0,0,0,0
133,Morocco,3684,15,2,25,7,201,48,84,17,9,377,62,2,2,0,153,29,7,11,28,12,2,86,476,36,22,11,12,5,5,19,12,233,6,478,148,2,91,40,17,240,2,19,30,4,23,152,2,2,6,2,318,61,5,26,2,5
134,Mozambique,51,0,0,0,0,6,2,2,0,2,6,0,0,0,0,2,0,2,0,0,2,0,5,3,0,0,2,2,0,0,0,0,2,0,5,4,0,0,2,0,2,0,2,2,0,0,2,0,0,2,0,2,3,0,0,2,0
135,Namibia,33,2,0,0,0,3,2,2,2,0,3,2,0,0,0,2,0,0,0,0,2,0,2,0,2,0,2,2,0,0,0,2,2,2,2,0,2,0,0,2,0,0,0,2,0,2,2,0,0,2,0,0,2,0,2,0,0
136,Nepal,5004,23,8,42,6,584,235,72,10,2,57,106,0,11,22,110,22,33,40,68,24,2,290,243,56,67,5,57,2,39,12,56,67,2,629,106,29,157,60,40,172,0,10,66,11,20,655,3,0,35,19,441,115,11,33,3,18
137,Netherlands,829,4,2,20,2,141,22,11,2,3,85,24,0,2,5,26,2,4,3,4,5,5,13,32,30,5,3,7,4,3,9,2,21,7,57,21,0,20,2,22,23,2,3,7,0,3,55,0,2,8,3,35,49,2,7,2,3
138,Netherlands Antilles (former),45,0,0,0,0,0,0,2,0,0,18,3,0,0,0,2,0,2,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,8,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0
139,New Caledonia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
140,New Zealand,565,0,0,9,2,133,36,7,3,3,22,10,2,9,4,12,3,3,2,2,4,2,9,27,7,10,0,5,4,2,11,3,12,2,34,12,0,4,0,11,13,0,2,3,0,9,27,2,0,18,2,15,45,0,11,2,0
141,Nicaragua,4663,12,2,22,6,881,19,26,0,14,2370,62,0,4,2,25,34,5,7,4,44,2,118,35,8,7,11,7,0,8,49,2,127,3,176,71,0,23,12,19,34,14,2,14,2,17,212,2,0,11,2,97,30,2,9,2,3
142,Niger,140,0,0,0,2,3,2,2,0,2,2,2,0,0,0,2,12,0,0,0,2,2,20,2,3,0,0,2,0,2,0,2,2,0,28,23,0,5,2,0,19,0,0,2,0,2,2,2,0,0,2,2,2,0,0,0,0
143,Nigeria,9520,35,7,68,15,673,45,77,25,62,226,652,0,2,2,505,192,14,22,24,40,11,1250,245,161,161,18,105,2,12,34,18,565,11,904,193,31,136,87,22,251,0,55,53,5,82,2038,8,0,6,5,198,93,8,48,3,16
144,Niue,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
145,Northern Mariana Islands,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Norway,93,2,0,2,0,19,5,2,0,0,6,2,0,0,0,5,2,0,0,2,0,2,3,2,0,0,0,0,0,0,0,0,0,2,4,4,2,2,0,3,3,0,0,2,0,3,11,0,0,2,0,2,8,0,2,0,0
147,Oman,58,0,0,0,2,7,0,2,0,0,2,2,0,0,0,3,2,2,2,3,0,0,2,2,3,3,0,2,0,0,0,0,2,0,6,0,0,2,0,0,2,0,0,2,0,2,12,0,0,0,0,3,2,0,0,0,0
148,Pakistan,11729,44,6,65,36,1469,30,210,48,15,420,341,2,8,4,773,81,27,42,27,53,7,526,219,248,62,10,81,0,9,48,25,779,16,2028,195,9,131,81,29,340,2,19,31,0,45,1980,2,2,26,0,841,164,8,60,0,8
149,Palau,43,0,2,0,0,5,3,0,0,0,2,3,5,3,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,0,2,3,0,0,0,2,0,2,0,2,2,2,0,2,3,0,0,0,1
150,Panama,1458,9,2,9,5,131,12,4,2,2,330,74,0,5,2,20,8,2,5,7,17,2,41,31,13,4,7,7,2,2,16,4,47,6,258,36,0,16,6,2,23,7,2,15,0,22,139,2,2,11,3,63,19,2,5,0,2
151,Papua New Guinea,19,2,0,0,0,3,0,0,0,0,2,0,2,0,2,2,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0
152,Paraguay,396,0,0,2,4,29,6,10,4,2,61,3,0,0,2,2,2,2,4,2,2,2,25,4,2,2,0,2,0,2,2,0,37,4,125,6,0,2,0,2,6,0,0,2,2,2,16,0,0,6,0,13,6,0,2,0,0
153,Peru,11319,22,9,74,20,1504,151,361,16,22,2587,231,0,22,23,156,46,17,24,25,21,12,417,158,39,37,12,36,3,16,110,11,1667,16,1289,196,2,94,51,65,142,34,26,69,6,40,445,2,2,199,7,576,128,14,46,8,15
154,Philippines,41285,105,300,634,80,17215,258,218,47,37,1530,361,578,2019,73,1850,239,66,139,111,114,31,903,298,388,184,89,203,35,52,1690,50,1847,100,1893,401,41,315,203,346,383,3,45,257,14,203,2005,56,85,107,12,1000,1753,35,139,21,124
155,Poland,7198,13,5,62,2,292,75,408,10,11,288,40,0,7,6,2296,29,4,7,7,6,8,67,194,134,14,4,24,5,2,24,16,914,7,1451,64,5,71,7,17,203,2,20,30,3,25,95,0,0,7,4,65,88,4,47,0,10
156,Portugal,1665,0,0,4,2,150,2,85,0,2,61,7,0,2,5,5,3,0,2,2,3,2,31,436,3,2,4,2,0,0,3,13,467,0,145,3,0,3,2,3,33,2,98,7,0,2,19,2,0,2,0,39,8,0,2,0,2
157,Qatar,98,2,0,2,0,18,0,2,0,0,6,2,0,0,0,10,0,0,2,0,0,0,2,0,13,2,0,0,0,2,0,2,5,0,3,4,0,4,0,0,3,0,0,0,0,2,9,0,0,0,0,6,2,0,2,0,0
158,Romania,3379,4,4,112,15,503,41,53,11,12,280,146,0,6,13,341,32,8,7,7,23,7,57,72,202,18,6,18,4,5,55,16,126,7,271,62,10,97,9,83,100,2,2,34,0,28,160,0,2,11,2,79,186,2,24,3,4
159,Russia,6067,24,28,42,4,1035,139,55,8,15,425,135,2,20,27,227,29,19,19,28,13,15,160,278,78,82,8,43,4,15,60,9,307,8,1022,95,2,101,46,125,211,2,15,74,2,35,240,3,2,31,6,165,471,5,41,3,12
160,Rwanda,369,2,0,30,2,8,9,2,0,2,9,10,0,0,2,17,6,7,0,9,0,18,7,8,20,3,0,9,0,2,2,7,5,0,16,8,6,19,2,4,14,0,2,2,2,13,60,2,0,11,2,5,9,0,4,0,1
161,Saint Helena,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Saint Kitts and Nevis,345,3,2,0,2,4,0,8,0,0,51,15,0,0,0,4,2,0,0,0,2,2,9,12,0,2,0,2,0,0,2,2,9,0,86,4,0,0,2,0,8,3,4,2,0,3,15,2,85,0,0,4,2,0,0,0,1
163,Saint Lucia,791,0,2,2,0,16,2,32,2,3,102,27,0,0,0,5,2,0,3,2,8,0,24,18,0,0,2,0,0,0,2,2,31,2,357,7,2,5,2,2,11,0,2,5,0,0,35,2,62,0,0,13,2,0,3,0,1
164,Saint Vincent and the Grenadines,500,2,0,0,0,7,2,8,2,2,39,10,0,2,0,3,3,0,0,2,2,2,11,14,2,0,0,2,0,0,2,0,10,0,317,7,0,2,2,0,18,2,0,2,0,2,8,0,5,2,2,8,2,2,0,0,2
165,Samoa,192,0,16,3,2,50,2,2,0,0,3,2,0,31,0,0,0,0,0,2,0,0,3,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,2,5,0,0,0,0,0,2,2,0,0,28,0,3,33,0,2,0,2
166,San Marino,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Sao Tome and Principe,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Saudi Arabia,869,2,2,12,3,140,10,7,2,2,50,21,0,0,0,71,6,8,5,4,2,2,28,22,51,14,3,7,0,4,2,0,44,2,69,28,0,26,7,13,25,0,0,5,0,9,93,0,0,4,0,42,22,2,2,2,2
169,Senegal,969,7,2,6,2,36,9,8,2,9,20,64,0,0,0,20,16,2,2,25,2,0,64,14,29,9,2,12,2,2,6,0,45,0,263,40,2,74,2,2,20,0,34,7,0,15,50,2,2,0,0,24,17,0,5,0,2
170,Serbia,532,2,2,15,0,60,4,7,0,2,64,9,0,4,2,107,5,2,2,2,0,2,13,12,16,5,0,8,0,0,16,0,27,0,53,6,0,17,2,5,16,0,0,2,0,4,14,0,0,3,0,14,10,0,6,0,0
171,Serbia and Montenegro (former),1164,2,2,21,2,93,8,32,0,7,67,26,0,4,3,103,14,6,3,5,2,3,9,23,111,15,2,15,0,2,12,4,61,5,319,12,6,23,2,2,28,2,2,4,2,9,29,0,0,5,2,15,26,2,16,2,2
172,Seychelles,17,0,0,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Sierra Leone,1662,3,2,16,0,89,5,3,8,15,15,57,0,0,0,14,14,7,0,2,2,2,380,49,23,29,2,11,0,0,4,2,109,2,188,58,11,92,0,4,135,0,3,5,0,9,81,0,0,4,0,171,31,3,4,0,2
174,Singapore,308,0,0,3,2,98,3,4,0,0,16,5,0,3,0,10,3,0,0,0,2,2,3,10,2,0,0,3,0,2,4,2,14,0,22,3,0,5,2,7,6,0,0,2,0,3,25,2,2,5,0,8,30,0,2,0,0
175,Sint Maarten,33,0,0,0,0,2,0,2,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,10,2,0,0,0,0,2,2,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0
176,Slovakia,428,0,0,3,2,44,9,15,2,2,47,5,0,2,0,22,3,2,2,0,0,0,5,10,6,2,0,0,0,0,6,0,89,0,66,10,0,9,2,2,17,0,0,4,2,2,18,0,0,3,0,8,8,2,5,0,0
177,Slovenia,63,0,0,0,0,6,2,4,0,2,8,2,0,2,0,2,2,0,0,0,0,0,2,2,2,0,2,0,0,0,2,0,4,0,11,2,0,2,0,2,2,0,0,0,0,2,3,0,0,2,0,0,6,0,2,0,1
178,Somalia,3998,3,4,87,0,103,119,5,0,2,7,44,0,2,16,45,24,56,52,60,0,104,14,99,46,1236,0,135,0,140,2,18,2,4,92,36,103,429,7,98,45,0,0,2,18,67,90,0,0,42,25,67,387,0,50,3,9
179,South Africa,2197,11,4,36,7,355,90,29,0,7,218,113,0,12,15,57,32,10,9,19,10,12,49,54,34,39,2,23,7,7,15,6,66,7,117,101,6,40,9,40,49,0,10,36,4,32,188,2,0,15,3,82,79,4,20,0,4
180,South Sudan,101,0,0,2,0,2,2,0,0,2,0,2,0,0,0,0,2,14,0,2,2,4,2,3,4,3,0,6,0,24,2,0,0,0,0,2,2,2,2,0,3,0,0,0,4,4,6,0,0,0,0,3,3,0,0,0,0
181,Soviet Union (former),2268,4,14,22,2,426,41,21,4,8,172,48,0,4,7,113,21,5,8,3,10,6,64,108,40,30,2,25,2,5,20,25,128,2,336,27,3,47,6,40,79,0,3,11,4,16,79,2,2,8,4,52,132,6,22,0,3
182,Spain,1515,6,2,12,4,209,16,25,0,14,298,27,0,4,4,54,8,0,2,4,3,2,40,54,16,11,5,9,3,6,9,4,126,6,176,28,0,12,5,11,26,34,6,13,2,7,99,0,0,13,2,48,39,0,10,0,4
183,Sri Lanka,1497,0,4,14,0,400,6,19,6,3,45,37,0,2,2,43,5,2,10,6,6,0,102,46,27,16,6,7,0,2,28,3,100,0,242,8,8,24,6,13,20,0,5,13,0,8,117,2,0,4,0,36,34,3,9,0,2
184,Sudan,1776,6,6,67,0,101,55,13,3,8,32,48,0,2,2,45,11,94,10,9,7,16,50,27,36,42,7,34,2,111,15,12,22,2,171,79,18,37,5,8,70,0,2,11,25,56,138,0,0,12,3,161,64,3,13,0,8
185,Suriname,164,0,0,2,0,5,0,2,0,0,52,4,0,0,0,2,0,0,0,0,2,0,2,5,2,0,0,0,0,0,0,2,9,0,68,2,0,2,2,0,4,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
186,Swaziland,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
187,Sweden,795,5,3,16,2,213,16,16,0,5,62,15,0,6,3,16,8,2,3,2,2,3,11,25,18,17,3,7,2,2,6,2,30,2,89,24,2,16,2,20,20,0,2,10,0,5,32,0,2,6,0,11,27,2,9,0,2
188,Switzerland,375,0,4,6,2,71,12,9,0,2,35,10,0,6,2,11,3,2,2,0,2,0,5,14,8,2,0,2,2,0,5,2,17,2,46,4,0,6,4,6,7,0,0,3,2,3,21,0,0,5,4,13,15,0,4,0,0
189,Syria,2043,9,2,26,3,599,9,15,2,2,113,28,0,0,0,165,18,4,10,3,5,2,28,92,119,12,3,12,0,3,14,2,132,3,129,14,5,61,21,15,103,0,20,7,2,8,125,0,0,7,2,49,29,6,9,0,2
190,Taiwan,4043,7,2,25,9,1836,35,23,7,5,86,77,2,26,6,84,18,6,14,6,5,2,77,77,50,24,2,26,3,4,48,11,164,10,351,48,0,44,22,54,55,0,9,13,0,19,292,0,2,22,2,85,228,0,20,3,2
191,Tajikistan,212,0,0,2,0,21,12,2,0,2,6,8,0,2,0,5,0,0,3,0,0,0,3,5,2,3,0,2,0,10,2,0,10,0,60,2,2,2,2,5,14,0,0,2,0,0,4,0,0,2,0,11,13,0,2,0,0
192,Tanzania,639,6,0,6,2,48,5,2,2,10,30,29,0,0,6,19,5,15,20,3,0,0,38,34,18,13,3,9,0,3,2,2,14,12,33,12,2,31,2,5,27,0,4,11,9,2,85,0,0,2,0,21,31,2,6,0,2
193,Thailand,5211,37,37,78,20,1334,86,50,2,7,274,84,3,46,27,139,59,50,30,25,17,16,90,151,65,341,8,54,7,42,121,7,51,10,266,139,6,68,45,76,76,3,17,32,16,38,323,10,2,31,4,177,261,7,220,6,20
194,Timor-Leste,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
195,Togo,1099,8,0,23,2,15,17,21,4,8,20,84,0,0,2,83,13,29,7,8,2,2,154,25,5,60,3,14,2,49,2,2,34,2,143,36,3,32,3,3,38,0,2,10,3,12,46,2,2,7,2,40,9,0,9,0,5
196,Tonga,337,0,6,10,0,164,3,0,0,0,4,2,0,40,5,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,2,0,0,2,0,10,2,0,0,0,0,0,9,0,0,38,0,2,28,0,2,2,2
197,Trinidad and Tobago,4867,13,2,16,2,95,7,57,9,20,777,144,0,3,0,28,12,3,2,8,16,2,238,146,13,7,6,2,2,2,9,5,318,2,2246,59,4,30,15,8,157,4,5,32,2,21,195,2,11,3,2,79,15,3,3,2,9
198,Tunisia,352,2,2,2,0,68,2,3,0,5,46,2,0,2,2,12,2,0,3,2,4,2,13,4,8,7,0,2,0,0,3,0,13,0,54,3,0,10,2,4,28,0,0,4,2,0,15,0,0,2,0,18,9,0,2,0,0
199,Turkey,3201,18,2,26,11,395,27,64,18,11,209,101,0,4,4,131,20,8,11,7,25,5,81,133,38,17,2,14,0,4,26,11,447,3,523,56,2,62,13,21,135,3,4,19,0,21,233,3,2,12,2,124,73,3,14,0,6
200,Turkmenistan,102,0,0,0,2,9,0,2,0,0,5,2,0,0,0,3,0,0,0,2,2,0,3,6,2,0,0,2,0,0,3,0,6,2,21,0,2,0,2,2,7,0,0,2,0,0,2,2,0,0,0,7,7,0,4,2,0
