,CA,TX,FL,NY,WA/OR,AZ/NM/NV/UT/CO,MT/WY/ID/ND/SD/NE,KS/OK/MO/AR/IA/TN/KY,LA/MS/AL/GA,MN/WI/IL,IN/MI/OH/WV,SC/NC/VA,MD/DC/DE/PA/NJ,CT/RI/MA/NH/VT/ME,Other
Africa,7199.0,9150.0,2907.0,9889.0,3388.0,4436.0,1834.0,6181.0,5025.0,9805.0,5822.0,7852.0,17860.0,6843.0,220.0
Asia Other,71568.0,24209.0,9568.0,32945.0,10383.0,12879.0,3630.0,11818.0,9772.0,14910.0,17928.0,16596.0,23580.0,10070.0,6655.0
Europe,12567.0,4083.0,8266.0,14217.0,3174.0,3522.0,573.0,2406.0,2505.0,7761.0,4123.0,4175.0,9340.0,5957.0,588.0
N.Amer. Other,14792.0,9271.0,60822.0,40695.0,1962.0,4425.0,1119.0,3975.0,4642.0,2538.0,2642.0,6398.0,21734.0,12266.0,3022.0
Oceania,1781.0,278.0,169.0,560.0,360.0,459.0,35.0,178.0,112.0,205.0,161.0,173.0,230.0,150.0,218.0
S.Amer.,5389.0,4195.0,19646.0,15192.0,725.0,2106.0,263.0,1255.0,2272.0,2032.0,1058.0,3657.0,10381.0,5026.0,512.0
Mexico,45861.0,32831.0,3552.0,2217.0,4416.0,15615.0,1706.0,6192.0,3566.0,8678.0,2755.0,3426.0,2342.0,670.0,224.0
India,15770.0,7490.0,2530.0,5098.0,2851.0,2017.0,372.0,2922.0,3683.0,7083.0,4678.0,5158.0,14092.0,4094.0,70.0
China,23296.0,3614.0,1792.0,20419.0,2791.0,1875.0,403.0,1917.0,1824.0,3221.0,2400.0,2353.0,5891.0,3471.0,822.0
