"","X","LPRin","LPRs"
"101","Mexico","IN.MI.OH.WV",3026
"102","Mexico","SC.NC.VA",4582
"103","Mexico","MD.DC.DE.PA.NJ",2751
"104","Mexico","CT.RI.MA.NH.VT.ME",625
"105","Mexico","Other",249
"106","India","CA",12826
"107","India","TX",4716
"108","India","FL",1675
"109","India","NY",4410
"110","India","WA.OR",2066
"111","India","AZ.NM.NV.UT.CO",1329
"112","India","MT.WY.ID.ND.SD.NE",217
"113","India","KS.OK.MO.AR.IA.TN.KY",2139
"114","India","LA.MS.AL.GA",2593
"115","India","MN.WI.IL",5051
"116","India","IN.MI.OH.WV",3107
"117","India","SC.NC.VA",3279
"118","India","MD.DC.DE.PA.NJ",11015
"119","India","CT.RI.MA.NH.VT.ME",2814
"120","India","Other",51
"121","China","CA",17139
"122","China","TX",2616
"123","China","FL",1366
"124","China","NY",19921
"125","China","WA.OR",1928
"126","China","AZ.NM.NV.UT.CO",1798
"127","China","MT.WY.ID.ND.SD.NE",330
"128","China","KS.OK.MO.AR.IA.TN.KY",1680
"129","China","LA.MS.AL.GA",1429
"130","China","MN.WI.IL",2624
"131","China","IN.MI.OH.WV",1977
"132","China","SC.NC.VA",2045
"133","China","MD.DC.DE.PA.NJ",5288
"134","China","CT.RI.MA.NH.VT.ME",3188
"135","China","Other",840
