,CA,TX,FL,NY,WA/OR,AZ/NM/NV/UT/CO,MT/WY/ID/ND/SD/NE,KS/OK/MO/AR/IA/TN/KY,LA/MS/AL/GA,MN/WI/IL,IN/MI/OH/WV,SC/NC/VA,MD/DC/DE/PA/NJ,CT/RI/MA/NH/VT/ME,Other
Africa,6813.0,6635.0,3150.0,7987.0,2535.0,3504.0,1107.0,4533.0,5397.0,9565.0,5486.0,6634.0,14603.0,7036.0,81.0
Asia Other,74148.0,18603.0,9769.0,24997.0,8261.0,9609.0,1665.0,8880.0,9806.0,14563.0,12513.0,12922.0,23510.0,9197.0,5523.0
Europe,22806.0,7382.0,12628.0,24653.0,13087.0,7680.0,2033.0,8533.0,6220.0,20435.0,11645.0,7237.0,18340.0,12995.0,699.0
N.Amer. Other,21245.0,8810.0,55618.0,35634.0,2414.0,4830.0,783.0,3635.0,5037.0,4400.0,3929.0,6268.0,18035.0,10098.0,351.0
Oceania,2142.0,331.0,259.0,475.0,481.0,502.0,70.0,211.0,218.0,368.0,266.0,264.0,426.0,295.0,224.0
S.Amer.,7616.0,4573.0,31301.0,19091.0,838.0,2650.0,309.0,1755.0,3155.0,2978.0,1864.0,4335.0,12529.0,9214.0,211.0
Mexico,63092.0,38040.0,4236.0,1972.0,3962.0,16438.0,1673.0,5626.0,4416.0,11588.0,2860.0,3219.0,3312.0,735.0,141.0
India,14724.0,7139.0,3714.0,6693.0,2152.0,1805.0,331.0,3560.0,4644.0,7684.0,6333.0,5079.0,15270.0,5477.0,44.0
China,17668.0,4139.0,1891.0,14505.0,2331.0,2219.0,430.0,2546.0,2136.0,3839.0,3206.0,2754.0,6890.0,4498.0,718.0
