,CA,TX,FL,NY,WA/OR,AZ/NM/NV/UT/CO,MT/WY/ID/ND/SD/NE,KS/OK/MO/AR/IA/TN/KY,LA/MS/AL/GA,MN/WI/IL,IN/MI/OH/WV,SC/NC/VA,MD/DC/DE/PA/NJ,CT/RI/MA/NH/VT/ME,Other
Africa,5378.0,6798.0,2034.0,7469.0,2214.0,3301.0,1059.0,3958.0,4503.0,5595.0,3919.0,6092.0,13208.0,5684.0,274.0
Asia Other,56273.0,15160.0,6284.0,19263.0,6301.0,9895.0,1584.0,7152.0,7125.0,10196.0,11283.0,10049.0,15954.0,7127.0,4273.0
Europe,10715.0,3276.0,6511.0,11057.0,4224.0,4033.0,649.0,2914.0,2795.0,7530.0,4296.0,3806.0,8639.0,6963.0,666.0
N.Amer. Other,15024.0,6950.0,43047.0,27825.0,1438.0,3561.0,527.0,2258.0,4305.0,1979.0,1754.0,4913.0,14825.0,9906.0,3189.0
Oceania,1374.0,166.0,2.0,184.0,4.0,426.0,31.0,98.0,114.0,90.0,75.0,180.0,11.0,63.0,323.0
S.Amer.,5466.0,3742.0,19665.0,11412.0,644.0,2427.0,162.0,1127.0,2579.0,1459.0,876.0,3597.0,8883.0,5151.0,632.0
Mexico,43503.0,23603.0,2306.0,1392.0,3193.0,12574.0,975.0,3631.0,2654.0,5737.0,1716.0,2184.0,1628.0,519.0,343.0
India,9351.0,4334.0,1323.0,2964.0,1209.0,1131.0,129.0,1491.0,2558.0,3172.0,2335.0,2696.0,7308.0,2136.0,77.0
China,8890.0,1434.0,673.0,8795.0,911.0,1010.0,112.0,735.0,875.0,1207.0,907.0,1051.0,2519.0,1757.0,365.0
