,CA,TX,FL,NY,WA/OR,AZ/NM/NV/UT/CO,MT/WY/ID/ND/SD/NE,KS/OK/MO/AR/IA/TN/KY,LA/MS/AL/GA,MN/WI/IL,IN/MI/OH/WV,SC/NC/VA,MD/DC/DE/PA/NJ,CT/RI/MA/NH/VT/ME,Other
Africa,7783.0,7458.0,2786.0,11020.0,3539.0,4886.0,1655.0,5916.0,6008.0,11522.0,7215.0,8295.0,18854.0,8830.0,129.0
Asia Other,75518.0,16564.0,8812.0,24808.0,8833.0,10039.0,1513.0,8423.0,8243.0,14467.0,11798.0,13441.0,22096.0,8500.0,6771.0
Europe,18496.0,4944.0,8637.0,19528.0,6385.0,5281.0,1166.0,4375.0,4085.0,11155.0,7028.0,5836.0,13345.0,8160.0,692.0
N.Amer. Other,17630.0,7289.0,72672.0,38567.0,2328.0,5353.0,833.0,4077.0,5461.0,3554.0,3584.0,6640.0,20282.0,11566.0,2640.0
Oceania,1900.0,254.0,170.0,391.0,385.0,462.0,79.0,202.0,144.0,198.0,156.0,182.0,285.0,192.0,260.0
S.Amer.,7200.0,4210.0,32062.0,17332.0,807.0,2703.0,345.0,1591.0,3375.0,2553.0,1516.0,5013.0,12794.0,6208.0,827.0
Mexico,73648.0,41060.0,4632.0,2337.0,5175.0,22189.0,2573.0,7965.0,5278.0,13767.0,3582.0,3903.0,2918.0,682.0,277.0
India,14112.0,4811.0,1785.0,5561.0,2226.0,1413.0,259.0,2262.0,2841.0,5239.0,3582.0,3887.0,12321.0,3002.0,40.0
China,21925.0,3131.0,1690.0,23981.0,2492.0,2375.0,436.0,2200.0,1831.0,3297.0,2807.0,2410.0,6603.0,3954.0,1104.0
