,CA,TX,FL,NY,WA/OR,AZ/NM/NV/UT/CO,MT/WY/ID/ND/SD/NE,KS/OK/MO/AR/IA/TN/KY,LA/MS/AL/GA,MN/WI/IL,IN/MI/OH/WV,SC/NC/VA,MD/DC/DE/PA/NJ,CT/RI/MA/NH/VT/ME,Other
Africa,4087.0,2561.0,1129.0,3377.0,1199.0,1227.0,225.0,1293.0,1299.0,3641.0,2220.0,2839.0,6219.0,2606.0,590.0
Asia Other,59638.0,9562.0,4251.0,11506.0,6393.0,5589.0,731.0,4533.0,3179.0,10116.0,8636.0,7044.0,12390.0,5356.0,3845.0
Europe,14468.0,2527.0,4863.0,13753.0,4000.0,4388.0,813.0,2823.0,1196.0,12192.0,7306.0,2441.0,9716.0,6886.0,1541.0
N.Amer. Other,11290.0,3357.0,22585.0,19558.0,949.0,1860.0,365.0,1185.0,1389.0,1948.0,1655.0,2663.0,9596.0,6070.0,2094.0
Oceania,1868.0,112.0,94.0,158.0,262.0,274.0,33.0,79.0,42.0,90.0,83.0,82.0,110.0,116.0,143.0
S.Amer.,4431.0,1244.0,8488.0,8805.0,333.0,1016.0,113.0,527.0,576.0,1254.0,557.0,1772.0,6609.0,2140.0,722.0
Mexico,29541.0,11970.0,1039.0,719.0,1469.0,6008.0,818.0,1820.0,606.0,5896.0,961.0,737.0,670.0,209.0,1338.0
India,8922.0,3152.0,947.0,2968.0,797.0,708.0,116.0,1125.0,1031.0,4136.0,3225.0,1816.0,6841.0,1557.0,619.0
China,11094.0,864.0,361.0,5255.0,846.0,574.0,93.0,491.0,290.0,1276.0,1122.0,854.0,2412.0,1337.0,401.0
