"","X","NATZin","NATZs"
"1","Africa","CA",5378
"2","Africa","TX",6798
"3","Africa","FL",2034
"4","Africa","NY",7469
"5","Africa","WA.OR",2214
"6","Africa","AZ.NM.NV.UT.CO",3301
"7","Africa","MT.WY.ID.ND.SD.NE",1059
"8","Africa","KS.OK.MO.AR.IA.TN.KY",3958
"9","Africa","LA.MS.AL.GA",4503
"10","Africa","MN.WI.IL",5595
"11","Africa","IN.MI.OH.WV",3919
"12","Africa","SC.NC.VA",6092
"13","Africa","MD.DC.DE.PA.NJ",13208
"14","Africa","CT.RI.MA.NH.VT.ME",5684
"15","Africa","Other",274
"16","Asia Other","CA",56273
"17","Asia Other","TX",15160
"18","Asia Other","FL",6284
"19","Asia Other","NY",19263
"20","Asia Other","WA.OR",6301
"21","Asia Other","AZ.NM.NV.UT.CO",9895
"22","Asia Other","MT.WY.ID.ND.SD.NE",1584
"23","Asia Other","KS.OK.MO.AR.IA.TN.KY",7152
"24","Asia Other","LA.MS.AL.GA",7125
"25","Asia Other","MN.WI.IL",10196
"26","Asia Other","IN.MI.OH.WV",11283
"27","Asia Other","SC.NC.VA",10049
"28","Asia Other","MD.DC.DE.PA.NJ",15954
"29","Asia Other","CT.RI.MA.NH.VT.ME",7127
"30","Asia Other","Other",4273
"31","Europe","CA",10715
"32","Europe","TX",3276
"33","Europe","FL",6511
"34","Europe","NY",11057
"35","Europe","WA.OR",4224
"36","Europe","AZ.NM.NV.UT.CO",4033
"37","Europe","MT.WY.ID.ND.SD.NE",649
"38","Europe","KS.OK.MO.AR.IA.TN.KY",2914
"39","Europe","LA.MS.AL.GA",2795
"40","Europe","MN.WI.IL",7530
"41","Europe","IN.MI.OH.WV",4296
"42","Europe","SC.NC.VA",3806
"43","Europe","MD.DC.DE.PA.NJ",8639
"44","Europe","CT.RI.MA.NH.VT.ME",6963
"45","Europe","Other",666
"46","N.Amer. Other","CA",15024
"47","N.Amer. Other","TX",6950
"48","N.Amer. Other","FL",43047
"49","N.Amer. Other","NY",27825
"50","N.Amer. Other","WA.OR",1438
"51","N.Amer. Other","AZ.NM.NV.UT.CO",3561
"52","N.Amer. Other","MT.WY.ID.ND.SD.NE",527
