,CA,TX,FL,NY,WA/OR,AZ/NM/NV/UT/CO,MT/WY/ID/ND/SD/NE,KS/OK/MO/AR/IA/TN/KY,LA/MS/AL/GA,MN/WI/IL,IN/MI/OH/WV,SC/NC/VA,MD/DC/DE/PA/NJ,CT/RI/MA/NH/VT/ME,Other
Africa,5491.0,5880.0,2019.0,6568.0,3135.0,3426.0,1123.0,4115.0,3727.0,8885.0,4615.0,7049.0,12552.0,5654.0,530.0
Asia Other,63303.0,12731.0,6822.0,17429.0,6614.0,7469.0,887.0,5806.0,5455.0,10942.0,8264.0,10935.0,15482.0,5621.0,4412.0
Europe,11241.0,2894.0,6445.0,11957.0,5231.0,3948.0,701.0,3378.0,2361.0,8877.0,4749.0,4353.0,9446.0,6182.0,926.0
N.Amer. Other,13899.0,5915.0,56153.0,31709.0,1462.0,3246.0,458.0,2280.0,3679.0,2261.0,1855.0,5902.0,17785.0,9769.0,2596.0
Oceania,1569.0,166.0,100.0,149.0,378.0,376.0,42.0,133.0,69.0,116.0,83.0,190.0,161.0,123.0,229.0
S.Amer.,5394.0,3283.0,24740.0,12577.0,715.0,1898.0,179.0,1198.0,2238.0,1729.0,1019.0,5052.0,10599.0,5470.0,785.0
Mexico,39755.0,21535.0,2413.0,1248.0,3372.0,12712.0,1175.0,3619.0,2310.0,7005.0,1838.0,2586.0,1688.0,424.0,501.0
India,8799.0,4040.0,1512.0,3044.0,1367.0,1016.0,129.0,1633.0,1990.0,3497.0,2463.0,2963.0,8315.0,1961.0,184.0
China,9342.0,1292.0,648.0,8890.0,1115.0,916.0,104.0,741.0,645.0,1422.0,944.0,1146.0,2528.0,1723.0,400.0
