,CA,TX,FL,NY,WA/OR,AZ/NM/NV/UT/CO,MT/WY/ID/ND/SD/NE,KS/OK/MO/AR/IA/TN/KY,LA/MS/AL/GA,MN/WI/IL,IN/MI/OH/WV,SC/NC/VA,MD/DC/DE/PA/NJ,CT/RI/MA/NH/VT/ME,Other
Africa,9384.0,8623.0,3690.0,11603.0,3809.0,5191.0,1591.0,6472.0,6996.0,11586.0,7486.0,10360.0,20755.0,9764.0,99.0
Asia Other,80475.0,17364.0,11678.0,32577.0,8617.0,11140.0,1469.0,9315.0,9227.0,19023.0,13696.0,15828.0,25483.0,9741.0,6244.0
Europe,25822.0,5261.0,12463.0,27754.0,8647.0,6981.0,1390.0,5435.0,5078.0,17776.0,9465.0,7515.0,17921.0,11910.0,685.0
N.Amer. Other,27606.0,9814.0,72925.0,48190.0,2397.0,6445.0,1177.0,4640.0,5692.0,4382.0,4178.0,9925.0,24493.0,14306.0,401.0
Oceania,3001.0,270.0,292.0,503.0,498.0,630.0,81.0,275.0,191.0,242.0,215.0,241.0,362.0,257.0,307.0
S.Amer.,9386.0,4497.0,44229.0,25477.0,971.0,3631.0,392.0,1811.0,3788.0,3048.0,1838.0,8243.0,18778.0,10839.0,273.0
Mexico,66744.0,35830.0,5342.0,3127.0,3941.0,20187.0,2019.0,6093.0,4646.0,13881.0,3191.0,4658.0,2962.0,807.0,183.0
India,14110.0,4131.0,3183.0,6691.0,1715.0,1507.0,136.0,2074.0,3024.0,5325.0,3165.0,3182.0,10372.0,2705.0,35.0
China,27305.0,3106.0,1946.0,23891.0,2363.0,2700.0,448.0,2092.0,1880.0,3611.0,3029.0,2712.0,6777.0,4200.0,910.0
