"","X","LPRin","LPRs"
"1","Africa","CA",8035
"2","Africa","TX",6757
"3","Africa","FL",2964
"4","Africa","NY",9703
"5","Africa","WA.OR",3087
"6","Africa","AZ.NM.NV.UT.CO",4047
"7","Africa","MT.WY.ID.ND.SD.NE",1125
"8","Africa","KS.OK.MO.AR.IA.TN.KY",4929
"9","Africa","LA.MS.AL.GA",5662
"10","Africa","MN.WI.IL",8688
"11","Africa","IN.MI.OH.WV",5898
"12","Africa","SC.NC.VA",7997
"13","Africa","MD.DC.DE.PA.NJ",17281
"14","Africa","CT.RI.MA.NH.VT.ME",8374
"15","Africa","Other",141
"16","Asia Other","CA",78587
"17","Asia Other","TX",14880
"18","Asia Other","FL",9590
"19","Asia Other","NY",24502
"20","Asia Other","WA.OR",9004
"21","Asia Other","AZ.NM.NV.UT.CO",10297
"22","Asia Other","MT.WY.ID.ND.SD.NE",1389
"23","Asia Other","KS.OK.MO.AR.IA.TN.KY",8351
"24","Asia Other","LA.MS.AL.GA",7865
"25","Asia Other","MN.WI.IL",15660
"26","Asia Other","IN.MI.OH.WV",12055
"27","Asia Other","SC.NC.VA",12644
"28","Asia Other","MD.DC.DE.PA.NJ",21206
"29","Asia Other","CT.RI.MA.NH.VT.ME",7654
"30","Asia Other","Other",6384
"31","Europe","CA",19597
"32","Europe","TX",4389
"33","Europe","FL",9161
"34","Europe","NY",18676
"35","Europe","WA.OR",6323
"36","Europe","AZ.NM.NV.UT.CO",5633
"37","Europe","MT.WY.ID.ND.SD.NE",1089
"38","Europe","KS.OK.MO.AR.IA.TN.KY",4386
"39","Europe","LA.MS.AL.GA",4061
"40","Europe","MN.WI.IL",12228
"41","Europe","IN.MI.OH.WV",7519
"42","Europe","SC.NC.VA",5355
"43","Europe","MD.DC.DE.PA.NJ",13467
"44","Europe","CT.RI.MA.NH.VT.ME",8285
"45","Europe","Other",507
"46","N.Amer. Other","CA",18941
"47","N.Amer. Other","TX",8056
"48","N.Amer. Other","FL",59938
"49","N.Amer. Other","NY",37671
"50","N.Amer. Other","WA.OR",2494
"51","N.Amer. Other","AZ.NM.NV.UT.CO",4885
"52","N.Amer. Other","MT.WY.ID.ND.SD.NE",720
"53","N.Amer. Other","KS.OK.MO.AR.IA.TN.KY",3737
