,NaturalizedCountry2014,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories1,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
108,Kuwait,791,6,0,17,2,105,5,9,0,0,39,20,0,2,7,55,8,3,11,9,14,3,10,12,41,14,2,6,0,2,5,3,32,2,45,27,2,52,7,5,14,2,2,4,2,19,107,0,0,10,2,33,15,0,6,0,2
109,Kyrgyzstan,305,0,2,3,2,49,6,3,2,2,10,5,0,3,0,12,3,0,2,3,2,0,4,15,7,8,0,2,2,0,6,0,16,0,36,2,2,13,3,11,16,0,0,6,0,2,8,0,0,2,2,20,19,0,2,0,2
110,Laos,2564,11,32,5,44,628,16,18,0,0,43,51,0,15,2,21,5,22,82,2,17,4,3,34,68,520,0,4,0,8,19,10,4,2,18,130,0,34,17,44,37,0,43,16,4,54,88,2,0,19,0,21,68,2,278,0,2
111,Latvia,366,0,2,2,2,58,4,6,0,0,36,14,0,2,0,31,5,2,0,0,2,2,6,18,5,4,2,4,2,0,0,3,19,0,59,5,0,7,2,6,9,0,0,2,0,3,11,0,0,0,0,14,12,0,9,0,3
112,Lebanon,2528,2,0,20,2,434,17,29,2,7,147,24,0,0,2,61,17,12,15,9,24,3,30,196,579,21,2,17,0,5,36,15,93,2,131,22,0,109,12,14,42,2,18,5,2,12,198,0,0,9,0,86,27,3,11,0,7
113,Lesotho,8,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Liberia,3035,2,2,61,2,76,16,21,48,9,29,131,0,2,4,52,36,64,5,30,5,0,195,123,19,439,2,30,0,5,2,12,235,2,227,119,16,78,10,8,473,0,110,30,27,31,123,5,0,16,0,73,14,3,11,2,6
115,Libya,228,0,0,4,0,35,4,3,0,2,17,5,0,0,0,6,2,0,4,0,3,2,11,4,9,2,2,5,0,2,2,2,11,0,23,7,0,5,2,5,3,0,0,2,0,2,22,0,0,0,0,20,5,2,2,0,2
116,Liechtenstein,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Lithuania,744,0,0,3,0,70,9,13,2,2,58,20,0,4,0,313,4,2,0,2,2,2,13,16,8,3,2,2,0,2,8,3,44,3,52,3,0,10,2,2,19,0,2,3,0,4,9,0,0,5,2,17,5,0,8,0,2
118,Luxembourg,34,0,0,0,0,7,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,4,0,3,0,0,3,0,2,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0
119,Macau,102,0,0,0,2,52,2,0,0,0,0,2,0,5,0,2,2,0,2,0,0,0,0,3,0,0,0,2,0,2,5,0,0,0,16,2,0,0,0,2,2,0,0,2,0,0,3,0,0,0,0,2,3,0,0,0,0
120,Macedonia,625,0,7,9,2,20,2,42,0,0,36,2,0,0,0,80,40,4,0,2,0,0,4,11,64,2,0,7,0,0,4,2,125,0,90,4,0,17,0,3,6,0,0,0,0,0,21,0,0,2,2,8,0,0,13,0,0
121,Madagascar,50,0,0,2,0,3,2,0,0,2,5,2,0,0,2,2,0,2,0,0,0,0,6,0,0,2,0,2,0,0,0,0,2,2,8,2,0,0,2,0,2,0,0,0,0,0,2,0,0,2,0,7,2,0,0,0,0
122,Malawi,76,0,0,2,2,9,2,2,0,2,4,3,0,0,0,2,5,0,2,0,0,0,5,0,2,2,0,2,0,3,0,0,3,0,2,3,0,5,0,0,0,0,0,2,0,2,8,0,0,0,0,4,3,0,2,0,0
123,Malaysia,1052,4,0,24,8,271,17,6,0,2,24,24,2,13,0,38,10,2,20,2,3,0,19,26,21,16,3,12,2,2,10,2,38,0,148,16,2,24,6,7,30,2,2,2,0,8,112,0,0,12,2,26,28,2,7,0,2
124,Mali,352,0,0,2,0,7,8,2,2,2,2,8,0,0,0,17,3,2,2,2,2,0,37,0,7,4,0,2,0,0,0,0,9,0,127,11,0,16,0,2,41,0,2,5,0,4,12,0,0,2,2,11,4,0,3,0,2
125,Malta,40,0,0,2,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,6,0,0,0,0,0,0,0,2,0,16,2,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Marshall Islands,20,0,2,0,0,3,0,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,2,2,0,0,0,2,2,0,0,0,0
127,Mauritania,376,2,0,7,0,2,9,2,0,2,2,7,0,0,0,15,8,0,0,9,4,0,5,3,3,2,2,3,2,2,2,2,3,0,127,4,3,92,0,0,11,0,4,2,0,17,8,0,0,0,2,11,5,0,2,0,0
128,Mauritius,69,0,0,0,0,14,0,0,2,2,3,0,0,0,2,2,2,0,2,0,0,0,5,0,0,2,0,0,0,0,0,0,2,0,5,2,2,0,0,0,3,0,0,3,0,0,6,0,0,2,0,12,2,0,0,0,0
129,Mexico,94889,156,57,5172,466,38597,1355,174,99,25,2523,1376,3,58,542,4928,657,307,681,189,207,6,231,189,701,559,124,370,27,531,1932,22,680,1367,1192,1358,23,336,455,921,398,62,32,387,43,450,20403,22,0,1054,3,569,1961,19,697,76,117
130,"Micronesia, Federated States",62,0,2,2,0,6,0,0,0,0,2,6,2,4,0,0,2,0,2,2,2,0,2,0,0,0,2,2,0,0,2,0,2,0,2,0,0,0,0,2,0,0,0,6,0,2,4,5,3,0,0,3,3,0,0,0,3
131,Moldova,1279,2,14,12,2,265,10,6,2,2,80,47,0,2,4,48,5,0,5,2,5,2,19,79,8,41,2,10,2,2,12,2,32,2,100,77,2,15,3,50,41,0,2,8,2,21,15,0,0,6,2,25,182,2,8,0,2
132,Monaco,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
133,Mongolia,335,0,2,2,2,99,11,2,0,0,7,2,0,5,0,52,6,0,4,0,0,0,9,2,0,4,0,2,2,2,5,0,2,2,8,8,0,4,0,4,3,0,0,2,0,0,7,0,2,2,0,53,19,0,7,0,2
134,Montenegro,202,0,0,3,0,8,0,9,0,0,2,0,0,0,0,8,0,2,0,0,0,0,0,0,22,0,0,0,0,0,0,0,10,0,131,0,0,0,0,0,2,0,0,0,0,2,3,0,0,2,0,0,2,0,0,0,0
135,Montserrat,47,0,2,0,0,0,0,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,18,2,0,2,0,0,2,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0
136,Morocco,3538,6,0,23,3,231,37,88,8,13,383,72,0,5,2,151,26,16,11,13,10,2,69,450,35,35,15,9,2,6,28,13,245,8,430,130,0,106,17,8,206,0,11,25,0,19,170,2,0,4,2,333,30,2,16,2,13
137,Mozambique,34,0,0,0,0,3,2,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,5,0,0,0,2,0,0,2,0,3,2,3,2,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,2,2,0,0,0,0
138,Namibia,31,0,0,2,0,4,0,0,0,0,0,2,0,0,0,2,2,0,0,0,2,2,0,2,0,0,0,0,0,2,2,0,0,0,4,2,2,0,2,0,2,0,0,0,2,0,2,0,0,0,0,2,4,0,0,0,0
139,Nauru,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Nepal,2888,15,4,27,3,307,104,53,2,7,44,62,0,4,7,61,13,12,27,32,9,5,155,179,20,50,2,59,0,35,11,48,40,6,362,47,6,38,97,17,42,0,3,75,4,9,347,4,2,31,2,322,44,2,22,2,11
141,Netherlands,665,2,2,15,3,110,16,12,2,2,78,17,0,3,5,20,4,3,3,2,3,2,12,36,24,11,2,8,2,4,6,2,19,3,57,16,0,14,2,3,19,0,0,5,0,4,53,0,0,7,0,19,25,2,8,0,4
142,Netherlands Antilles (former),43,0,0,0,0,2,0,0,0,2,14,2,0,0,0,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,2,0,10,2,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0
143,New Caledonia,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,New Zealand,453,2,2,3,2,107,17,8,0,3,20,5,2,13,7,8,2,2,3,2,2,2,10,13,5,13,0,3,2,0,4,2,12,5,38,11,0,7,3,15,6,0,3,6,0,3,32,0,0,9,2,18,17,2,6,0,3
145,Nicaragua,3775,6,2,20,6,803,17,7,2,10,1884,46,0,0,3,37,11,3,4,8,50,0,79,25,8,9,3,7,0,7,40,3,93,8,142,54,0,10,3,6,29,6,5,24,0,14,160,2,0,10,0,87,11,2,9,0,3
146,Niger,161,0,0,2,4,3,0,2,0,2,0,2,0,0,0,2,20,2,0,0,2,0,14,0,4,3,0,2,0,5,0,0,4,0,30,18,0,13,0,2,23,0,0,0,0,0,2,0,0,0,0,2,3,0,2,0,2
147,Nigeria,8667,20,8,62,16,689,59,78,25,54,234,613,2,2,2,501,177,15,27,33,49,3,991,285,142,201,15,86,2,16,40,8,510,19,924,235,5,136,83,17,176,0,57,87,2,87,1529,2,0,14,2,202,49,7,46,3,24
148,Northern Mariana Islands,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
149,Norway,92,0,0,2,0,12,2,2,0,0,6,3,0,2,0,2,2,0,0,0,2,2,2,2,2,4,0,2,2,0,0,2,2,0,7,4,2,2,0,2,2,0,0,2,0,2,10,0,0,0,0,7,6,0,2,2,2
150,Oman,41,2,0,2,0,5,2,0,2,0,4,3,0,0,0,0,2,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,4,2,0,2,0,0,2,0,0,2,0,2,3,0,0,0,0,2,2,0,0,0,0
151,Pakistan,11210,33,8,74,28,1485,56,194,33,14,404,338,0,3,4,823,65,38,44,37,79,7,407,234,258,99,15,127,2,18,63,20,769,23,1930,170,2,133,37,29,316,0,29,28,6,45,1597,0,2,45,6,830,100,20,70,2,13
152,Palau,50,0,2,0,0,7,2,0,0,0,0,2,4,2,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,5,2,2,0,0,2,0,2,3,2,0,0,0,2,6,0,0,0,2
153,Panama,1277,7,3,16,6,117,6,8,3,6,327,57,0,0,3,29,7,4,5,5,12,3,40,19,5,9,4,11,0,3,10,0,29,3,200,44,2,10,5,2,13,11,6,19,3,20,101,0,0,4,0,53,16,2,8,2,2
154,Papua New Guinea,7,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
155,Paraguay,256,0,0,2,0,15,2,2,0,2,45,11,0,0,0,4,2,0,2,0,0,0,9,2,2,0,2,2,0,2,3,0,20,2,81,3,0,0,0,2,5,2,0,2,0,2,11,0,0,3,0,20,0,0,2,0,2
156,Peru,9572,9,6,75,17,1376,94,262,10,18,2458,202,2,8,17,182,41,10,25,22,28,5,244,164,34,40,9,36,0,16,86,6,1190,15,995,165,2,78,30,36,123,38,35,69,9,34,352,5,0,192,6,567,56,13,48,3,10
157,Philippines,34591,64,304,494,89,14022,196,249,56,49,1538,296,558,1387,48,1849,206,75,114,121,121,32,565,228,372,218,73,186,36,55,1410,70,1632,82,1712,359,25,320,138,154,358,2,38,277,30,199,1771,32,61,132,2,950,888,23,158,18,139
158,Poland,8304,4,8,61,8,300,66,536,7,5,325,50,0,6,2,2993,38,4,6,8,10,8,55,240,178,33,2,28,5,5,44,7,1066,6,1464,55,3,73,4,20,214,2,22,23,2,22,99,2,0,15,2,79,40,2,40,2,9
159,Portugal,1587,0,0,4,0,144,8,114,0,2,70,7,0,0,3,2,3,0,2,2,0,2,22,430,3,2,0,2,0,2,7,10,400,0,144,7,0,8,0,0,39,2,74,5,0,3,13,0,0,3,0,44,4,2,0,0,4
160,Puerto Rico,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Qatar,69,0,0,2,0,5,2,0,0,0,5,0,0,0,0,6,2,3,4,0,0,0,2,3,2,2,0,2,0,0,0,0,2,0,6,2,0,2,0,0,2,0,0,2,0,0,15,0,0,0,0,6,0,0,2,0,0
162,Romania,3267,8,2,104,14,463,25,41,5,8,307,137,2,9,9,361,21,8,11,11,20,2,52,67,224,26,3,25,3,4,62,19,72,9,310,52,2,103,10,73,83,4,2,35,3,29,160,0,0,12,2,101,130,5,16,0,6
163,Russia,6824,17,34,47,12,1241,122,86,7,19,534,138,2,13,30,252,40,19,27,24,30,14,167,317,81,96,5,64,14,20,88,26,313,20,1079,130,10,150,26,111,253,0,7,65,7,46,250,2,2,34,7,239,411,12,53,2,11
164,Rwanda,302,2,2,11,0,11,6,2,2,0,8,4,0,0,5,14,5,11,0,9,0,6,11,12,14,3,0,7,0,5,0,2,4,6,17,12,2,16,0,2,14,0,5,7,0,5,36,0,0,12,0,10,5,0,2,0,0
165,Saint Helena,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Saint Kitts-Nevis,270,2,0,0,0,4,2,3,0,2,66,9,0,0,0,3,2,0,0,0,0,0,2,2,2,0,2,2,0,0,2,0,3,0,60,0,2,2,0,0,8,3,3,2,0,2,8,0,76,0,0,5,2,0,0,0,0
167,Saint Lucia,635,2,2,2,0,14,2,29,4,3,103,17,2,2,0,4,2,0,0,2,5,0,12,11,5,0,2,2,2,0,3,2,22,0,254,3,2,3,2,0,10,2,2,7,0,2,31,0,63,0,0,8,2,0,2,0,0
168,Saint Vincent and the Grenadines,405,2,0,2,0,7,4,6,0,2,39,15,0,0,0,2,0,0,0,0,0,0,9,8,2,2,0,0,0,0,2,0,13,0,245,2,0,0,2,0,19,2,0,4,0,2,6,0,6,2,0,9,0,0,0,0,0
169,Samoa,181,0,14,2,0,50,0,0,0,0,3,0,0,16,2,2,2,0,2,2,2,0,2,2,2,0,0,3,0,0,7,0,0,0,0,5,0,0,2,4,2,0,0,0,0,0,8,0,2,30,0,2,21,0,0,0,0
170,Sao Tome and Principe,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Saudi Arabia,795,5,2,13,2,100,8,8,4,2,60,15,0,2,2,62,9,12,11,2,2,2,20,27,45,17,3,6,0,2,8,0,39,3,45,15,2,22,8,7,20,0,2,7,0,7,89,0,2,2,0,54,17,3,4,0,3
172,Senegal,806,2,0,4,2,34,15,6,2,10,27,41,0,0,0,18,13,3,2,16,3,2,51,22,21,3,6,6,0,4,7,0,36,2,211,33,2,57,3,2,18,2,27,10,2,18,29,2,2,2,2,19,6,2,10,0,0
173,Serbia,276,0,0,3,0,30,0,2,0,2,24,3,0,0,0,74,12,0,2,2,0,2,6,4,13,2,0,3,2,2,5,0,7,0,30,0,2,8,0,0,3,0,0,0,2,2,14,0,0,2,0,12,4,0,5,0,0
174,Serbia and Montenegro,1338,2,2,24,3,138,7,25,2,10,109,25,0,7,5,113,12,2,2,16,3,0,14,31,98,10,0,19,2,2,12,4,64,2,363,13,7,35,2,5,24,0,3,6,2,10,40,0,0,3,2,27,11,0,22,0,2
175,Seychelles,9,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0
176,Sierra Leone,1406,2,2,17,5,47,4,8,10,13,22,54,0,0,0,19,4,9,2,2,4,0,256,34,17,27,2,4,0,2,2,2,85,0,214,38,5,71,3,2,141,0,7,6,0,3,64,2,0,3,0,177,8,2,4,0,7
177,Singapore,258,0,0,5,0,73,3,4,0,0,9,6,0,5,2,7,2,0,2,2,0,2,4,5,3,2,0,2,0,0,5,2,8,2,33,7,2,2,0,5,6,0,2,2,0,0,30,0,0,2,0,8,8,0,2,0,2
178,Sint Maarten,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
179,Slovakia,317,2,3,4,2,23,6,7,0,2,46,10,0,2,0,22,2,2,2,0,0,0,6,10,6,2,0,2,2,0,4,2,40,2,36,3,0,7,2,2,16,0,0,3,2,2,10,0,0,4,0,14,7,0,4,3,2
180,Slovenia,52,2,0,2,0,9,2,2,0,0,4,2,0,2,0,4,2,2,0,2,0,0,0,2,2,0,0,2,0,0,0,0,2,0,7,2,2,0,2,0,0,0,2,3,0,2,2,0,0,0,0,2,0,0,2,0,0
181,Solomon Islands,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
182,Somalia,4097,0,5,102,0,156,132,3,0,5,10,72,0,2,16,66,14,55,49,92,2,142,19,112,34,1187,0,96,0,189,8,3,2,2,97,33,64,500,2,70,51,0,2,3,19,60,108,0,0,58,69,91,256,0,37,2,4
183,South Africa,2083,8,4,31,4,385,31,38,6,6,232,115,0,9,4,84,27,10,10,21,5,4,37,46,35,37,11,19,2,2,15,5,68,9,121,78,8,58,7,19,64,2,8,38,12,24,147,0,0,35,2,73,45,3,15,2,5
184,South Sudan,132,0,6,2,0,2,2,0,0,0,2,2,0,0,2,2,0,14,2,0,0,2,2,5,4,9,0,2,0,40,2,3,0,0,3,3,0,2,0,0,4,0,0,0,2,3,6,0,0,2,2,3,4,0,2,0,0
185,Soviet Union (former),2334,14,17,21,4,441,35,32,7,11,170,36,0,8,15,124,16,7,4,10,10,3,55,110,19,37,2,28,4,3,5,15,123,10,386,41,3,51,4,28,59,2,3,14,6,15,79,0,0,13,2,83,111,3,26,2,7
186,Spain,1326,0,2,18,5,191,17,24,0,14,248,20,2,5,6,45,11,2,9,13,4,3,24,44,13,11,2,7,2,3,10,3,115,7,145,21,2,18,2,10,27,23,2,8,2,6,73,0,2,15,3,55,17,2,13,2,7
187,Sri Lanka,1104,4,0,10,6,253,9,12,5,2,51,13,0,5,3,34,3,3,2,3,4,2,64,23,22,21,5,6,0,3,16,2,72,0,202,27,0,26,8,6,29,0,2,8,0,5,68,0,0,2,4,35,14,0,9,0,2
188,Sudan,1482,3,21,48,0,76,33,13,0,2,37,34,0,0,2,43,8,65,14,19,2,24,45,20,30,77,5,21,0,69,7,20,26,2,112,82,8,30,8,6,57,0,0,6,32,30,112,0,0,42,3,141,32,0,8,0,8
189,Suriname,127,2,0,0,0,6,2,3,0,0,23,3,0,0,0,2,0,2,0,0,2,0,5,4,2,2,0,2,0,0,2,0,2,0,52,4,0,0,0,0,4,0,0,2,0,0,5,0,0,0,0,4,2,0,0,0,0
190,Swaziland,7,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
191,Sweden,724,2,0,13,2,165,22,17,0,6,74,16,0,12,3,21,10,3,9,3,2,2,13,29,6,9,2,5,4,0,11,2,26,3,57,35,0,10,2,5,13,0,3,7,0,7,36,0,0,6,2,22,23,0,8,2,0
192,Switzerland,388,2,2,8,2,85,6,8,0,3,38,9,0,6,2,9,0,2,2,3,2,2,4,6,4,7,2,2,2,0,4,2,25,5,52,10,0,3,3,2,8,2,3,6,0,3,21,0,0,7,2,7,7,0,3,2,2
193,Syria,1832,0,0,40,10,415,6,23,2,4,147,20,0,2,0,153,12,2,14,16,6,0,21,51,150,12,7,15,2,9,17,5,108,6,140,21,0,57,8,7,90,2,13,17,0,15,92,0,0,10,2,55,11,8,8,0,5
194,Taiwan,4326,11,6,34,12,2019,32,34,4,7,85,76,7,25,3,104,36,9,16,18,12,2,74,118,62,38,2,30,3,11,45,5,151,15,376,49,3,59,10,44,66,0,5,9,0,11,293,0,0,26,3,90,149,5,19,0,3
195,Tajikistan,146,0,0,0,2,21,8,0,2,2,5,6,0,0,0,3,2,0,2,2,0,0,3,3,0,8,0,0,2,12,0,0,3,0,36,2,2,2,0,6,2,0,0,2,0,0,2,0,0,2,0,6,7,0,0,0,2
196,Tanzania,525,5,0,12,0,32,2,5,2,2,31,17,0,0,2,18,8,12,12,6,3,2,26,22,8,16,0,16,0,2,3,2,13,5,43,13,2,22,2,2,23,0,2,11,8,7,62,2,0,2,3,17,18,2,4,0,2
197,Thailand,4805,10,38,55,10,1279,63,53,3,7,259,88,5,38,9,152,39,19,32,19,26,16,78,149,57,359,13,39,8,45,136,13,63,13,219,150,3,47,22,54,67,0,18,33,10,55,241,2,2,39,12,200,172,3,245,4,15
198,Togo,1141,3,0,16,2,21,13,28,2,20,19,56,0,2,2,102,18,15,10,3,5,2,130,29,12,60,2,15,0,62,4,3,38,0,161,49,2,19,7,7,30,0,2,18,6,7,40,2,0,15,3,67,3,0,10,0,4
199,Tonga,473,2,7,6,0,204,2,0,0,0,4,0,0,81,2,2,0,0,0,0,0,0,0,2,2,2,0,2,0,0,7,0,0,0,0,2,0,0,0,10,2,0,0,0,2,0,46,0,0,81,0,2,12,0,0,2,2
200,Trinidad and Tobago,4147,5,2,16,3,87,5,55,12,21,697,150,0,3,2,36,10,2,2,2,25,0,161,136,20,11,3,4,0,0,11,3,279,5,1844,66,2,18,9,2,108,3,7,37,0,16,157,3,14,2,0,78,8,0,3,0,8
201,Tunisia,310,2,0,2,2,50,2,2,2,2,44,4,0,0,0,14,3,0,2,3,2,0,8,8,12,6,2,4,0,0,2,0,12,0,35,4,0,8,0,0,9,2,2,2,0,2,20,0,0,0,2,38,3,0,3,0,0
202,Turkey,2925,8,5,23,6,412,20,66,11,16,234,62,0,6,2,93,15,8,5,15,17,4,63,135,32,29,7,22,2,5,22,10,413,7,492,46,2,50,13,9,106,2,9,13,2,16,175,2,0,11,6,132,34,2,22,2,9
203,Turkmenistan,110,0,0,2,0,17,2,2,0,0,6,2,0,0,0,3,2,0,0,0,0,0,2,6,0,0,0,0,0,0,3,2,2,0,29,2,0,2,0,0,5,0,0,2,0,2,7,0,0,2,0,8,6,0,4,0,0
204,Turks and Caicos Islands,26,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0
205,U.S. Virgin Islands,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Uganda,724,2,0,4,2,85,15,11,2,3,11,20,0,2,0,31,9,7,0,6,5,2,38,208,7,20,2,6,0,3,4,2,22,0,22,11,0,15,3,2,12,0,2,12,2,6,51,0,0,4,2,27,23,0,8,0,2
207,Ukraine,6984,12,35,36,9,1130,90,112,8,3,333,112,2,8,45,582,28,29,25,24,11,10,97,193,93,105,3,91,8,34,43,13,351,6,1084,139,11,216,13,285,344,2,4,98,32,39,123,3,0,26,3,126,673,2,65,4,11
208,United Arab Emirates,435,3,2,7,2,68,3,7,0,4,23,12,0,0,2,22,4,2,5,4,0,0,14,3,24,7,0,2,0,2,2,2,14,6,35,6,0,14,3,3,19,0,0,3,0,7,62,0,0,4,0,22,9,0,6,0,2
209,United Kingdom,8906,25,22,179,29,1593,154,188,17,43,1105,301,2,30,19,233,87,23,38,38,39,42,163,476,188,86,13,53,7,7,88,55,389,36,704,273,4,157,14,96,251,3,33,137,9,74,700,2,7,68,26,278,204,15,54,5,24
210,United States,31,0,0,3,0,5,0,2,0,0,2,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,6,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0
211,Uruguay,812,2,2,3,0,39,2,13,0,4,312,40,0,5,2,15,3,0,2,2,2,0,12,40,4,8,0,2,0,0,4,6,106,3,60,13,0,2,0,2,9,2,2,11,0,4,31,0,0,19,0,26,2,0,2,0,2
212,Uzbekistan,1725,0,3,37,5,208,46,11,2,2,85,80,0,3,28,43,12,0,5,46,4,0,24,30,14,11,2,27,0,2,5,6,42,2,479,24,2,117,4,41,93,0,0,5,2,5,37,0,0,22,3,43,52,2,9,0,3
213,Vanuatu,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
214,Venezuela,6871,10,2,30,8,289,45,38,11,13,3900,180,2,9,9,73,38,7,9,21,46,3,67,87,33,23,7,25,2,8,21,4,163,9,328,106,2,71,14,11,65,90,20,43,0,49,612,4,2,64,2,120,42,5,21,4,8
215,Vietnam,18837,75,21,270,105,6268,209,92,20,21,825,705,4,94,22,374,67,105,179,67,294,29,297,552,223,378,101,210,4,132,151,38,268,110,349,574,16,207,129,339,507,2,10,92,8,192,2487,4,2,144,11,659,728,20,32,4,12
216,Yemen,1160,5,0,6,4,200,2,14,6,0,4,2,0,0,0,45,6,0,0,0,10,2,3,3,349,13,12,6,0,2,0,0,5,2,350,28,0,7,2,2,6,0,2,3,0,29,8,0,0,0,0,17,8,0,0,0,2
217,Zambia,318,2,2,5,2,29,5,5,2,3,20,22,0,2,2,17,7,0,3,2,2,2,16,6,9,10,0,6,0,2,2,2,6,2,27,6,2,5,5,0,14,0,0,11,2,4,32,0,0,2,0,9,13,0,2,0,2
218,Zimbabwe,734,2,2,20,2,54,12,8,3,4,58,41,0,2,0,18,29,2,6,8,6,0,34,24,21,7,2,6,0,9,3,4,28,0,30,26,0,29,3,2,38,0,3,7,0,5,126,2,0,3,0,28,8,5,6,2,2
