,CA,TX,FL,NY,WA/OR,AZ/NM/NV/UT/CO,MT/WY/ID/ND/SD/NE,KS/OK/MO/AR/IA/TN/KY,LA/MS/AL/GA,MN/WI/IL,IN/MI/OH/WV,SC/NC/VA,MD/DC/DE/PA/NJ,CT/RI/MA/NH/VT/ME,Other
Africa,7138.0,8474.0,2744.0,10513.0,3507.0,4784.0,1758.0,6144.0,5678.0,8831.0,6073.0,8554.0,18989.0,7960.0,186.0
Asia Other,80539.0,21204.0,9426.0,31855.0,10676.0,14419.0,3497.0,11286.0,9720.0,14494.0,16684.0,15659.0,24089.0,10164.0,7881.0
Europe,12202.0,4158.0,7363.0,14269.0,4220.0,4078.0,712.0,3033.0,2928.0,9115.0,4902.0,4154.0,10423.0,6496.0,675.0
N.Amer. Other,15475.0,7312.0,56417.0,47830.0,1849.0,4217.0,971.0,3438.0,4804.0,2850.0,2810.0,6173.0,24870.0,13799.0,3744.0
Oceania,1893.0,220.0,169.0,408.0,500.0,531.0,46.0,212.0,118.0,183.0,187.0,203.0,274.0,169.0,215.0
S.Amer.,6557.0,4430.0,24271.0,16580.0,898.0,2647.0,345.0,1523.0,2859.0,2268.0,1340.0,4380.0,12592.0,5763.0,709.0
Mexico,50645.0,32811.0,3113.0,2437.0,3688.0,16541.0,1804.0,6551.0,3409.0,9168.0,2667.0,3097.0,2378.0,583.0,226.0
India,15099.0,5777.0,2019.0,5116.0,2419.0,1775.0,268.0,2716.0,3255.0,6194.0,3879.0,4339.0,12770.0,3454.0,66.0
China,18680.0,3280.0,1620.0,18859.0,2494.0,2120.0,495.0,2317.0,1831.0,3278.0,2777.0,2477.0,6048.0,3670.0,794.0
