"","X","NATZin","NATZs"
"1","Africa","CA",4167
"2","Africa","TX",7084
"3","Africa","FL",1761
"4","Africa","NY",4816
"5","Africa","WA.OR",2429
"6","Africa","AZ.NM.NV.UT.CO",3474
"7","Africa","MT.WY.ID.ND.SD.NE",1216
"8","Africa","KS.OK.MO.AR.IA.TN.KY",4581
"9","Africa","LA.MS.AL.GA",3665
"10","Africa","MN.WI.IL",7393
"11","Africa","IN.MI.OH.WV",3951
"12","Africa","SC.NC.VA",4908
"13","Africa","MD.DC.DE.PA.NJ",11147
"14","Africa","CT.RI.MA.NH.VT.ME",4549
"15","Africa","Other",1272
"16","Asia Other","CA",41596
"17","Asia Other","TX",17940
"18","Asia Other","FL",6233
"19","Asia Other","NY",13467
"20","Asia Other","WA.OR",7045
"21","Asia Other","AZ.NM.NV.UT.CO",11221
"22","Asia Other","MT.WY.ID.ND.SD.NE",2355
"23","Asia Other","KS.OK.MO.AR.IA.TN.KY",8467
"24","Asia Other","LA.MS.AL.GA",8114
"25","Asia Other","MN.WI.IL",10217
"26","Asia Other","IN.MI.OH.WV",10216
"27","Asia Other","SC.NC.VA",10739
"28","Asia Other","MD.DC.DE.PA.NJ",13295
"29","Asia Other","CT.RI.MA.NH.VT.ME",5985
"30","Asia Other","Other",4989
"31","Europe","CA",7965
"32","Europe","TX",3065
"33","Europe","FL",5808
"34","Europe","NY",6940
"35","Europe","WA.OR",2910
"36","Europe","AZ.NM.NV.UT.CO",3582
"37","Europe","MT.WY.ID.ND.SD.NE",449
"38","Europe","KS.OK.MO.AR.IA.TN.KY",1986
"39","Europe","LA.MS.AL.GA",2108
"40","Europe","MN.WI.IL",5684
"41","Europe","IN.MI.OH.WV",2534
"42","Europe","SC.NC.VA",3311
"43","Europe","MD.DC.DE.PA.NJ",5429
"44","Europe","CT.RI.MA.NH.VT.ME",4406
"45","Europe","Other",1081
"46","N.Amer. Other","CA",9118
"47","N.Amer. Other","TX",6412
"48","N.Amer. Other","FL",44150
"49","N.Amer. Other","NY",16769
