,CA,TX,FL,NY,WA/OR,AZ/NM/NV/UT/CO,MT/WY/ID/ND/SD/NE,KS/OK/MO/AR/IA/TN/KY,LA/MS/AL/GA,MN/WI/IL,IN/MI/OH/WV,SC/NC/VA,MD/DC/DE/PA/NJ,CT/RI/MA/NH/VT/ME,Other
Africa,4206.0,2996.0,2083.0,5792.0,1309.0,1738.0,454.0,1688.0,3706.0,5158.0,2979.0,5052.0,8266.0,4220.0,734.0
Asia Other,57177.0,9604.0,7558.0,17730.0,5723.0,6641.0,724.0,4625.0,6307.0,9982.0,7312.0,11187.0,15751.0,6971.0,6072.0
Europe,13246.0,2721.0,8742.0,21084.0,4345.0,4640.0,884.0,2974.0,3549.0,11034.0,6483.0,4914.0,12482.0,8452.0,1783.0
N.Amer. Other,13374.0,3536.0,48824.0,30745.0,1052.0,2521.0,422.0,1407.0,3327.0,1979.0,1701.0,4999.0,13184.0,8679.0,1801.0
Oceania,1531.0,136.0,125.0,159.0,273.0,293.0,30.0,83.0,98.0,82.0,78.0,132.0,153.0,96.0,374.0
S.Amer.,4686.0,1445.0,18404.0,13794.0,440.0,1237.0,128.0,668.0,1473.0,1279.0,654.0,3145.0,8486.0,3145.0,748.0
Mexico,38210.0,12796.0,2284.0,1113.0,1991.0,8898.0,945.0,2487.0,1505.0,7492.0,1306.0,1816.0,1084.0,328.0,1658.0
India,9356.0,3302.0,1873.0,4274.0,1006.0,964.0,101.0,1274.0,2736.0,3968.0,3084.0,3349.0,9460.0,2336.0,436.0
China,10978.0,1214.0,824.0,9150.0,936.0,752.0,96.0,545.0,822.0,1440.0,1060.0,1276.0,3489.0,2040.0,710.0
