,CA,TX,FL,NY,WA/OR,AZ/NM/NV/UT/CO,MT/WY/ID/ND/SD/NE,KS/OK/MO/AR/IA/TN/KY,LA/MS/AL/GA,MN/WI/IL,IN/MI/OH/WV,SC/NC/VA,MD/DC/DE/PA/NJ,CT/RI/MA/NH/VT/ME,Other
Africa,7335.0,9354.0,2872.0,9697.0,3702.0,5000.0,2292.0,6628.0,5429.0,10411.0,6421.0,7839.0,17212.0,6928.0,283.0
Asia Other,71378.0,25117.0,9813.0,30730.0,11276.0,13682.0,4214.0,12752.0,10278.0,16012.0,18300.0,16866.0,22926.0,9735.0,7543.0
Europe,14635.0,4335.0,9002.0,12162.0,3907.0,3559.0,766.0,2554.0,2548.0,8860.0,4336.0,4075.0,8608.0,5879.0,564.0
N.Amer. Other,15401.0,10512.0,68712.0,40858.0,2351.0,4966.0,1246.0,4442.0,5452.0,2750.0,2943.0,7272.0,23806.0,13124.0,3671.0
Oceania,1989.0,263.0,248.0,435.0,467.0,279.0,46.0,149.0,123.0,217.0,165.0,154.0,234.0,152.0,206.0
S.Amer.,5621.0,3983.0,20117.0,13013.0,871.0,2309.0,309.0,1326.0,2441.0,2154.0,1157.0,3714.0,9842.0,4912.0,539.0
Mexico,55166.0,36684.0,4073.0,2202.0,5203.0,18329.0,2090.0,7055.0,4706.0,11795.0,3619.0,4119.0,2624.0,673.0,282.0
India,12925.0,6084.0,1972.0,4319.0,2388.0,1776.0,278.0,2417.0,3184.0,6253.0,4151.0,3909.0,11394.0,2993.0,74.0
China,25030.0,3368.0,2028.0,16449.0,3248.0,2087.0,432.0,1983.0,1933.0,3378.0,2246.0,2552.0,5822.0,3238.0,764.0
