"","X","NATZin","NATZs"
"1","Africa","CA",5149
"2","Africa","TX",9630
"3","Africa","FL",2642
"4","Africa","NY",6340
"5","Africa","WA.OR",2722
"6","Africa","AZ.NM.NV.UT.CO",3797
"7","Africa","MT.WY.ID.ND.SD.NE",1549
"8","Africa","KS.OK.MO.AR.IA.TN.KY",5782
"9","Africa","LA.MS.AL.GA",4774
"10","Africa","MN.WI.IL",8713
"11","Africa","IN.MI.OH.WV",5864
"12","Africa","SC.NC.VA",6844
"13","Africa","MD.DC.DE.PA.NJ",13490
"14","Africa","CT.RI.MA.NH.VT.ME",5370
"15","Africa","Other",2324
"16","Asia Other","CA",51945
"17","Asia Other","TX",22811
"18","Asia Other","FL",8162
"19","Asia Other","NY",19793
"20","Asia Other","WA.OR",8241
"21","Asia Other","AZ.NM.NV.UT.CO",11125
"22","Asia Other","MT.WY.ID.ND.SD.NE",2825
"23","Asia Other","KS.OK.MO.AR.IA.TN.KY",10560
"24","Asia Other","LA.MS.AL.GA",8457
"25","Asia Other","MN.WI.IL",14206
"26","Asia Other","IN.MI.OH.WV",17284
"27","Asia Other","SC.NC.VA",13525
"28","Asia Other","MD.DC.DE.PA.NJ",18071
"29","Asia Other","CT.RI.MA.NH.VT.ME",7416
"30","Asia Other","Other",8732
"31","Europe","CA",10418
"32","Europe","TX",4534
"33","Europe","FL",7790
"34","Europe","NY",10080
"35","Europe","WA.OR",4190
"36","Europe","AZ.NM.NV.UT.CO",4002
"37","Europe","MT.WY.ID.ND.SD.NE",576
"38","Europe","KS.OK.MO.AR.IA.TN.KY",2740
"39","Europe","LA.MS.AL.GA",2950
"40","Europe","MN.WI.IL",8662
"41","Europe","IN.MI.OH.WV",4203
"42","Europe","SC.NC.VA",4449
"43","Europe","MD.DC.DE.PA.NJ",8793
"44","Europe","CT.RI.MA.NH.VT.ME",5666
"45","Europe","Other",1987
"46","N.Amer. Other","CA",12738
"47","N.Amer. Other","TX",9292
"48","N.Amer. Other","FL",51852
"49","N.Amer. Other","NY",24803
"50","N.Amer. Other","WA.OR",1601
"51","N.Amer. Other","AZ.NM.NV.UT.CO",3987
"52","N.Amer. Other","MT.WY.ID.ND.SD.NE",646
"53","N.Amer. Other","KS.OK.MO.AR.IA.TN.KY",3144
"54","N.Amer. Other","LA.MS.AL.GA",5444
