,CA,TX,FL,NY,WA/OR,AZ/NM/NV/UT/CO,MT/WY/ID/ND/SD/NE,KS/OK/MO/AR/IA/TN/KY,LA/MS/AL/GA,MN/WI/IL,IN/MI/OH/WV,SC/NC/VA,MD/DC/DE/PA/NJ,CT/RI/MA/NH/VT/ME,Other
Africa,6723.0,12258.0,3688.0,10065.0,3606.0,5438.0,2625.0,10075.0,5558.0,10351.0,8548.0,7780.0,16250.0,8000.0,222.0
Asia Other,63539.0,23025.0,9912.0,27162.0,10589.0,11691.0,2855.0,10441.0,9744.0,13913.0,15370.0,14222.0,20435.0,9029.0,6108.0
Europe,14506.0,4366.0,8817.0,12908.0,5050.0,3733.0,708.0,2413.0,2636.0,8431.0,4415.0,3929.0,9369.0,5685.0,631.0
N.Amer. Other,19226.0,15044.0,59795.0,40134.0,2254.0,6004.0,1177.0,5091.0,6920.0,3353.0,3525.0,8314.0,26317.0,14578.0,3074.0
Oceania,1806.0,346.0,181.0,519.0,498.0,469.0,46.0,181.0,142.0,188.0,198.0,163.0,297.0,155.0,172.0
S.Amer.,6086.0,6162.0,27810.0,14073.0,1291.0,3186.0,402.0,1863.0,3336.0,2853.0,1943.0,4130.0,11114.0,5949.0,549.0
Mexico,47725.0,38736.0,4001.0,2520.0,5324.0,20040.0,1870.0,7119.0,4667.0,12083.0,3846.0,4334.0,2765.0,692.0,332.0
India,11750.0,4862.0,2150.0,3812.0,2505.0,1424.0,227.0,1946.0,3200.0,4683.0,3329.0,3115.0,9290.0,2120.0,81.0
China,21604.0,3053.0,1717.0,12758.0,2965.0,2001.0,324.0,1444.0,1397.0,2843.0,1950.0,1855.0,4822.0,2734.0,765.0
