"","X","NATZin","NATZs"
"96","Mexico","AZ.NM.NV.UT.CO",6008
"97","Mexico","MT.WY.ID.ND.SD.NE",818
"98","Mexico","KS.OK.MO.AR.IA.TN.KY",1820
"99","Mexico","LA.MS.AL.GA",606
"100","Mexico","MN.WI.IL",5896
"101","Mexico","IN.MI.OH.WV",961
"102","Mexico","SC.NC.VA",737
"103","Mexico","MD.DC.DE.PA.NJ",670
"104","Mexico","CT.RI.MA.NH.VT.ME",209
"105","Mexico","Other",1338
"106","India","CA",8922
"107","India","TX",3152
"108","India","FL",947
"109","India","NY",2968
"110","India","WA.OR",797
"111","India","AZ.NM.NV.UT.CO",708
"112","India","MT.WY.ID.ND.SD.NE",116
"113","India","KS.OK.MO.AR.IA.TN.KY",1125
"114","India","LA.MS.AL.GA",1031
"115","India","MN.WI.IL",4136
"116","India","IN.MI.OH.WV",3225
"117","India","SC.NC.VA",1816
"118","India","MD.DC.DE.PA.NJ",6841
"119","India","CT.RI.MA.NH.VT.ME",1557
"120","India","Other",619
"121","China","CA",11094
"122","China","TX",864
"123","China","FL",361
"124","China","NY",5255
"125","China","WA.OR",846
"126","China","AZ.NM.NV.UT.CO",574
"127","China","MT.WY.ID.ND.SD.NE",93
"128","China","KS.OK.MO.AR.IA.TN.KY",491
"129","China","LA.MS.AL.GA",290
"130","China","MN.WI.IL",1276
"131","China","IN.MI.OH.WV",1122
"132","China","SC.NC.VA",854
"133","China","MD.DC.DE.PA.NJ",2412
"134","China","CT.RI.MA.NH.VT.ME",1337
"135","China","Other",401
