,CA,TX,FL,NY,WA/OR,AZ/NM/NV/UT/CO,MT/WY/ID/ND/SD/NE,KS/OK/MO/AR/IA/TN/KY,LA/MS/AL/GA,MN/WI/IL,IN/MI/OH/WV,SC/NC/VA,MD/DC/DE/PA/NJ,CT/RI/MA/NH/VT/ME,Other
Africa,7150.0,9513.0,2614.0,12557.0,3956.0,5526.0,1914.0,6255.0,5961.0,9446.0,6423.0,8575.0,18576.0,8577.0,184.0
Asia Other,71450.0,23294.0,9551.0,33846.0,10625.0,13853.0,3833.0,12432.0,10645.0,15555.0,16284.0,15878.0,25512.0,10582.0,7420.0
Europe,11121.0,3834.0,7160.0,14497.0,3707.0,3452.0,649.0,2396.0,2566.0,8150.0,4305.0,3959.0,9195.0,6090.0,566.0
N.Amer. Other,13442.0,7275.0,54290.0,41768.0,2006.0,4175.0,977.0,3510.0,4909.0,2609.0,2561.0,6138.0,21325.0,12914.0,2665.0
Oceania,1732.0,226.0,175.0,414.0,374.0,439.0,48.0,175.0,80.0,160.0,138.0,154.0,229.0,176.0,213.0
S.Amer.,5620.0,4431.0,21974.0,14766.0,774.0,2442.0,283.0,1381.0,2809.0,2017.0,1188.0,4556.0,10817.0,5681.0,637.0
Mexico,49595.0,37852.0,3505.0,1910.0,4064.0,17451.0,1972.0,6369.0,4205.0,10021.0,3024.0,3307.0,2288.0,611.0,230.0
India,13951.0,5844.0,1937.0,4621.0,2637.0,1942.0,334.0,2645.0,2931.0,5907.0,3963.0,4283.0,11895.0,3490.0,46.0
China,22424.0,3203.0,1755.0,24956.0,2689.0,2437.0,391.0,2317.0,1869.0,3394.0,2592.0,2709.0,5841.0,4111.0,1031.0
