,CA,TX,FL,NY,WA/OR,AZ/NM/NV/UT/CO,MT/WY/ID/ND/SD/NE,KS/OK/MO/AR/IA/TN/KY,LA/MS/AL/GA,MN/WI/IL,IN/MI/OH/WV,SC/NC/VA,MD/DC/DE/PA/NJ,CT/RI/MA/NH/VT/ME,Other
Africa,5149.0,6863.0,2020.0,7124.0,3352.0,3077.0,1362.0,4085.0,3794.0,5714.0,4342.0,6099.0,13486.0,5564.0,307.0
Asia Other,55231.0,15044.0,6069.0,18633.0,9220.0,8793.0,1841.0,7786.0,6542.0,10276.0,11957.0,10480.0,16617.0,6812.0,4451.0
Europe,10432.0,2931.0,5935.0,10503.0,5366.0,3405.0,650.0,2502.0,2251.0,7385.0,4055.0,3751.0,8555.0,5958.0,665.0
N.Amer. Other,14334.0,6177.0,49901.0,30460.0,1902.0,3647.0,630.0,2542.0,4210.0,2163.0,2117.0,5604.0,18326.0,11306.0,2977.0
Oceania,1413.0,159.0,113.0,189.0,492.0,345.0,43.0,129.0,105.0,130.0,87.0,153.0,172.0,138.0,286.0
S.Amer.,5490.0,3703.0,19988.0,12201.0,930.0,2015.0,187.0,1140.0,2247.0,1567.0,1006.0,3971.0,10317.0,5364.0,637.0
Mexico,39228.0,22687.0,2648.0,1672.0,4084.0,11970.0,1138.0,3907.0,2542.0,6230.0,2165.0,2483.0,1844.0,596.0,355.0
India,10298.0,4670.0,1381.0,2954.0,2031.0,1020.0,163.0,1683.0,2369.0,3475.0,2357.0,3299.0,8388.0,1999.0,100.0
China,10254.0,1710.0,708.0,9639.0,1450.0,1003.0,150.0,925.0,970.0,1459.0,1091.0,1246.0,2774.0,1966.0,449.0
