,CA,TX,FL,NY,WA/OR,AZ/NM/NV/UT/CO,MT/WY/ID/ND/SD/NE,KS/OK/MO/AR/IA/TN/KY,LA/MS/AL/GA,MN/WI/IL,IN/MI/OH/WV,SC/NC/VA,MD/DC/DE/PA/NJ,CT/RI/MA/NH/VT/ME,Other
Africa,4167.0,7084.0,1761.0,4816.0,2429.0,3474.0,1216.0,4581.0,3665.0,7393.0,3951.0,4908.0,11147.0,4549.0,1272.0
Asia Other,41596.0,17940.0,6233.0,13467.0,7045.0,11221.0,2355.0,8467.0,8114.0,10217.0,10216.0,10739.0,13295.0,5985.0,4989.0
Europe,7965.0,3065.0,5808.0,6940.0,2910.0,3582.0,449.0,1986.0,2108.0,5684.0,2534.0,3311.0,5429.0,4406.0,1081.0
N.Amer. Other,9118.0,6412.0,44150.0,16769.0,1213.0,4134.0,591.0,2711.0,4309.0,1588.0,1698.0,4836.0,11702.0,7968.0,2972.0
Oceania,1143.0,200.0,114.0,176.0,268.0,104.0,31.0,40.0,69.0,108.0,51.0,135.0,79.0,110.0,193.0
S.Amer.,3379.0,3158.0,16318.0,6642.0,606.0,2110.0,160.0,1031.0,2153.0,1272.0,728.0,2960.0,5614.0,3271.0,1007.0
Mexico,27241.0,20436.0,2200.0,896.0,2529.0,12109.0,1032.0,3979.0,2542.0,4599.0,1600.0,2185.0,1176.0,422.0,1133.0
India,9822.0,6969.0,1384.0,1972.0,1981.0,1428.0,158.0,1851.0,3015.0,3454.0,2374.0,3996.0,7001.0,2330.0,375.0
China,8279.0,1647.0,657.0,4578.0,1334.0,1113.0,107.0,695.0,816.0,1076.0,836.0,973.0,1984.0,1552.0,463.0
