,NaturalizedCountry2018,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories1,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
107,Kyrgyzstan,483,0,5,4,2,69,2,5,0,0,37,4,0,2,3,47,3,0,2,3,2,0,4,25,2,9,2,5,2,2,6,0,19,2,67,9,0,12,3,14,25,2,3,6,0,0,26,0,0,2,0,13,35,0,2,2,6
108,Laos,2027,5,29,9,50,533,18,26,0,0,55,39,0,8,5,23,4,56,40,7,5,3,3,29,37,312,2,14,3,9,11,18,6,2,25,75,0,28,26,39,21,0,39,8,2,50,44,0,0,14,0,17,44,2,222,0,10
109,Latvia,315,0,5,4,2,45,6,4,3,4,46,7,0,0,0,20,4,2,2,2,0,0,4,17,3,2,2,4,2,0,2,0,22,0,30,7,0,7,2,5,9,2,2,0,0,4,3,0,0,0,0,9,12,0,13,0,4
110,Lebanon,2339,7,2,25,2,418,5,26,2,4,170,32,0,3,0,53,16,4,16,19,13,0,16,172,548,9,2,14,2,3,12,10,55,2,105,32,2,122,20,21,43,2,12,21,2,26,150,0,0,3,0,72,20,2,6,0,21
111,Lesotho,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
112,Liberia,2752,6,0,37,3,66,13,18,36,4,35,112,0,2,2,30,34,103,3,47,4,0,148,106,36,279,2,35,2,9,9,10,273,2,120,120,44,83,11,15,507,0,112,15,24,18,111,0,0,4,0,59,9,4,11,0,21
113,Libya,308,2,0,14,2,43,7,7,0,2,21,6,0,0,0,11,3,2,3,4,3,2,2,10,15,2,2,9,2,0,6,0,10,0,9,11,0,22,3,4,8,0,2,2,0,5,22,0,0,0,0,12,12,7,5,0,0
114,Liechtenstein,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Lithuania,699,0,2,4,0,45,8,17,0,2,69,19,0,2,2,252,5,2,2,0,2,3,2,20,8,4,0,5,0,2,2,2,57,2,62,7,0,20,2,2,22,0,5,5,0,2,10,0,0,0,0,14,6,0,6,0,3
116,Luxembourg,20,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,2,0,2,0,5,0,0,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0
117,Macau,79,0,0,0,0,39,0,0,0,0,2,2,0,2,0,2,2,0,0,0,0,0,0,4,0,2,2,2,0,0,2,0,2,0,14,0,0,2,0,2,0,0,0,0,0,0,3,0,2,0,0,0,2,0,0,0,2
118,Macedonia,669,0,14,6,2,21,7,42,0,0,56,5,0,0,0,75,33,7,2,2,0,0,0,8,43,0,0,5,2,2,4,2,156,2,68,3,0,26,0,4,12,3,0,4,0,2,13,0,0,0,2,14,5,2,21,0,3
119,Madagascar,53,2,0,0,0,5,2,0,0,2,2,4,0,0,2,0,0,0,0,0,0,0,5,2,2,3,0,0,0,0,0,0,5,0,5,2,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,9,0,0,0,0,1
120,Malawi,114,0,0,2,2,7,0,2,0,0,5,0,0,0,0,3,12,0,3,0,0,3,14,5,3,2,0,4,0,2,0,0,3,0,5,6,0,3,4,0,3,0,0,2,0,4,12,0,0,0,0,3,2,0,0,2,1
121,Malaysia,1388,7,2,18,7,329,22,11,2,2,46,39,2,6,4,38,10,8,15,7,10,2,20,33,26,23,3,19,2,10,8,4,47,4,256,22,0,23,29,17,32,0,4,4,2,9,107,0,0,2,2,32,42,3,12,0,8
122,Maldives,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Mali,398,0,0,2,0,4,7,2,2,2,9,6,0,2,0,7,11,2,3,2,2,2,27,2,9,3,2,2,0,3,2,0,15,0,122,19,2,32,2,2,50,0,5,2,0,4,21,0,0,2,2,4,7,0,2,0,3
124,Malta,51,0,0,2,0,11,2,0,0,0,3,0,0,0,0,0,2,2,0,0,2,2,2,0,4,0,0,0,0,0,0,2,4,0,10,2,0,0,2,2,2,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
125,Marshall Islands,21,0,2,0,0,0,0,0,0,0,3,2,2,2,0,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1
126,Mauritania,252,0,2,2,2,2,7,3,2,0,2,4,0,2,0,6,4,0,0,15,7,0,2,7,2,0,2,2,0,0,2,0,2,0,45,2,2,83,2,0,14,0,2,0,0,14,4,0,0,0,0,10,2,0,0,0,1
127,Mauritius,70,2,0,2,0,10,0,5,0,2,8,2,0,0,0,0,0,0,2,0,0,0,4,0,2,2,2,0,0,0,2,0,2,0,12,2,0,4,0,0,5,0,0,0,0,0,7,0,0,0,0,2,2,0,0,0,0
128,Mexico,131977,360,67,6052,716,53523,2327,297,148,32,3643,1869,4,49,808,6793,1082,650,1133,316,286,18,284,260,973,571,215,592,31,641,2282,42,894,2346,1779,1639,30,531,1214,1985,627,61,59,419,30,767,27330,4,3,960,6,578,2662,40,1011,76,862
129,"Micronesia, Federated States",34,0,0,0,0,3,2,2,0,0,2,2,2,2,0,0,2,0,0,0,4,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,6,0,2,0,0,2,2,0,0,0,0
130,Moldova,1680,17,14,11,4,328,21,11,3,0,149,47,0,3,2,148,8,2,3,2,17,3,24,95,13,33,0,22,5,2,16,4,29,5,93,54,4,37,8,72,61,2,2,14,0,16,26,0,0,7,11,44,169,2,8,6,8
131,Monaco,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Mongolia,468,2,0,4,2,143,34,2,0,2,5,2,0,2,3,75,4,0,2,0,0,0,8,0,3,4,0,11,0,3,5,2,7,2,6,5,2,3,2,2,4,0,0,0,0,5,6,0,0,5,0,79,19,2,4,0,4
133,Montenegro,205,2,0,2,0,14,0,6,0,0,6,0,0,0,0,14,0,0,2,0,0,0,0,3,34,0,0,0,0,0,0,0,9,0,107,2,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
134,Montserrat,52,0,0,0,0,2,0,2,0,0,7,2,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,5,0,18,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
135,Morocco,2644,11,2,14,7,157,44,74,10,17,353,50,0,0,3,72,22,11,6,21,9,2,39,334,39,26,6,14,0,4,10,9,167,11,274,104,2,89,28,5,151,2,13,19,0,17,125,0,0,2,4,206,29,6,11,2,16
136,Mozambique,43,0,0,0,0,5,0,0,0,2,5,2,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,2,0,0,2,0,0,0,8,0,0,0,0,2,2,0,0,0,1
137,Namibia,29,0,0,2,2,6,2,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,0,0,2,0,0,2,2,0,2,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0
138,Nepal,5352,21,6,35,9,534,169,70,12,7,75,87,0,3,15,90,30,35,45,118,20,2,206,281,56,70,2,40,0,69,17,68,88,9,718,150,10,468,37,41,338,0,12,12,19,30,570,2,3,23,35,375,90,4,54,4,69
139,Netherlands,851,2,2,17,2,157,22,12,2,2,94,23,2,4,6,24,8,5,3,0,6,4,14,31,37,6,3,5,2,2,7,8,26,2,49,22,2,25,5,24,30,2,2,11,2,8,52,0,0,5,3,34,19,0,16,0,4
140,Netherlands Antilles (former),48,0,0,0,0,5,0,2,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,12,2,0,2,0,0,2,0,0,2,0,0,3,0,2,0,2,0,0,0,0,0,1
141,New Caledonia,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,New Zealand,577,4,2,15,4,143,34,6,2,2,23,6,2,9,4,7,2,3,2,5,2,3,6,22,6,8,3,10,5,2,8,3,9,7,28,12,0,8,6,21,17,0,2,3,2,12,35,0,0,17,0,14,27,2,2,2,4
143,Nicaragua,4277,10,3,18,11,941,11,25,2,10,2050,59,0,2,5,30,20,9,6,6,79,2,78,16,12,10,10,15,0,5,38,2,113,5,142,55,0,19,4,10,22,6,2,14,2,22,215,0,0,8,0,80,23,2,25,2,26
144,Niger,110,2,0,2,0,0,2,0,0,0,2,2,0,0,0,2,10,0,2,0,0,2,7,3,5,2,0,0,0,4,0,2,2,0,20,17,0,7,0,0,18,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,2
145,Nigeria,8459,44,9,56,15,694,52,82,51,46,305,600,2,3,5,379,253,27,39,38,45,4,708,261,137,153,15,76,0,22,27,19,499,12,699,215,9,210,70,33,238,0,62,44,5,98,1731,2,2,14,5,160,53,14,45,4,69
146,Northern Mariana Islands,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
147,Norway,93,0,0,0,0,19,2,2,0,0,13,3,0,2,2,2,2,2,2,0,2,0,0,3,2,3,0,0,3,0,0,0,5,2,2,2,0,0,2,3,2,0,2,0,0,2,7,0,0,0,0,5,6,0,2,0,0
148,Oman,44,0,0,2,2,3,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,0,4,0,4,0,0,2,2,2,3,0,0,2,0,0,6,0,0,0,0,7,2,0,0,0,0
149,Pakistan,10414,52,2,50,29,1138,36,190,37,17,427,255,2,10,5,663,92,20,61,43,77,3,311,249,280,69,12,93,4,15,49,18,793,24,1779,209,2,163,78,31,372,2,22,31,5,81,1493,2,0,35,4,681,121,14,74,6,85
150,Palau,28,0,2,0,0,5,0,2,0,0,0,2,5,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,4,0,0,0,0
151,Panama,1308,9,2,21,8,113,5,7,2,3,300,68,2,2,2,26,11,4,7,11,9,2,26,27,8,8,7,11,2,8,14,5,49,2,177,47,0,18,8,5,20,15,6,14,2,21,109,0,0,7,2,49,13,2,4,3,11
152,Papua New Guinea,17,2,0,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
153,Paraguay,401,2,0,4,0,31,2,14,0,2,76,6,0,0,0,2,0,0,2,2,2,0,13,8,2,0,2,3,0,2,2,0,36,2,134,7,0,2,2,3,5,3,0,2,0,2,16,0,0,2,0,11,2,2,2,0,4
154,Peru,10043,26,12,75,19,1351,94,335,10,32,2494,217,2,9,24,121,46,20,23,36,19,9,226,165,31,28,5,39,3,19,78,16,1291,23,1232,159,2,105,38,51,120,27,19,44,3,36,418,0,0,163,10,478,84,8,38,5,106
155,Philippines,38816,145,485,498,94,15871,211,266,83,41,2103,278,690,1389,85,1592,259,106,150,158,148,54,599,255,385,159,76,227,49,57,1219,55,1886,144,2170,463,23,427,163,338,507,2,50,212,23,174,1773,2,145,93,20,913,970,50,161,24,281
156,Pitcairn Islands,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Poland,6370,8,7,40,4,290,55,451,8,6,351,39,0,3,4,1834,35,7,3,7,6,6,31,211,138,17,6,27,2,10,38,11,858,12,1128,56,5,52,16,19,203,2,27,19,0,19,92,2,2,10,6,49,43,3,52,2,40
158,Portugal,2031,0,2,4,2,183,3,109,2,4,94,10,0,3,7,6,0,2,0,2,2,2,9,507,5,2,2,2,0,2,3,11,540,2,193,11,0,2,2,2,47,0,167,9,0,2,19,0,0,2,0,28,7,0,0,0,29
159,Qatar,92,2,0,2,2,10,0,0,0,0,6,5,0,0,0,4,2,2,2,2,2,0,3,2,8,2,0,2,0,0,0,0,2,0,8,2,0,2,0,2,2,0,0,0,0,0,19,0,0,0,0,5,3,0,0,0,1
160,Romania,3104,15,4,86,12,392,42,40,9,11,362,116,0,4,12,299,32,13,6,9,16,9,30,68,198,15,4,27,4,8,31,20,105,9,253,75,0,104,5,84,88,2,6,30,2,28,143,2,0,10,3,95,114,5,23,6,20
161,Russia,6225,23,35,50,12,1146,120,79,18,14,653,118,2,15,18,181,41,23,18,31,18,22,105,260,75,67,4,66,10,9,67,24,352,14,846,114,3,141,32,155,224,2,12,74,2,52,209,2,3,29,10,185,315,4,55,2,67
162,Rwanda,343,2,0,15,2,13,11,3,0,0,4,4,0,0,8,8,7,15,2,14,0,11,10,14,17,4,0,3,0,0,0,7,2,0,20,12,4,25,0,6,18,0,2,2,0,6,42,0,0,8,2,6,9,0,2,0,8
163,Saint Helena,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Saint Kitts and Nevis,281,2,0,2,0,2,0,8,6,0,71,14,0,0,0,2,0,0,0,2,0,0,5,16,2,0,0,0,0,0,0,0,13,0,51,9,0,2,2,0,5,5,2,2,0,2,9,0,41,0,0,9,0,0,0,0,3
165,Saint Lucia,604,2,2,2,0,11,3,34,0,2,90,12,0,2,0,0,2,0,0,2,4,0,11,16,5,3,2,2,0,0,2,0,48,0,242,6,0,7,0,0,13,2,2,0,0,2,36,0,35,0,0,3,2,2,0,0,5
166,Saint Vincent and the Grenadines,401,2,0,3,2,6,0,2,2,2,42,10,0,0,0,2,0,0,0,0,3,0,7,15,2,0,0,0,0,0,2,2,22,0,236,7,0,2,2,0,20,0,0,0,0,3,2,0,2,0,0,6,2,0,0,0,2
167,Samoa,168,0,8,2,0,59,0,0,0,0,3,4,0,17,0,0,2,0,2,0,0,0,2,0,2,0,0,9,0,0,6,2,2,0,0,2,0,0,2,5,0,0,0,0,0,3,2,0,0,18,0,2,19,0,0,0,0
168,San Marino,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
169,Sao Tome and Principe,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
170,Saudi Arabia,990,5,2,19,2,148,6,10,2,0,69,19,2,2,2,71,13,4,12,8,8,5,11,15,54,25,3,12,2,3,5,2,45,2,70,26,0,39,9,10,26,0,3,4,2,9,109,0,0,2,0,56,18,2,13,0,13
171,Senegal,848,0,0,4,2,29,14,8,2,5,14,40,0,2,0,17,20,2,3,15,2,0,56,29,18,6,2,13,0,2,2,2,35,0,200,32,0,105,4,5,21,0,34,2,2,20,42,0,2,2,2,18,9,3,7,0,3
172,Serbia,596,0,4,12,0,84,7,6,0,2,59,8,0,0,5,107,13,3,0,2,3,0,8,8,23,5,0,6,0,2,10,4,23,0,76,8,2,11,0,4,24,0,2,3,0,3,20,0,0,0,0,14,11,0,12,0,2
173,Serbia and Montenegro (former),805,0,3,12,2,98,7,17,2,4,60,11,0,0,3,71,10,5,2,8,0,0,11,12,70,11,0,10,2,2,9,7,58,0,165,11,2,27,2,3,24,0,2,3,2,3,19,0,0,3,2,7,11,0,11,0,8
174,Seychelles,11,0,0,2,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1
175,Sierra Leone,1177,2,2,13,0,53,5,5,13,8,24,36,0,2,2,6,7,3,2,0,2,0,197,50,18,22,2,10,0,2,3,2,95,0,106,23,3,75,5,5,126,0,2,5,2,8,51,0,0,2,0,150,15,0,4,0,17
176,Singapore,332,2,2,3,0,92,12,9,0,2,18,2,0,2,2,9,4,0,2,2,2,0,7,17,2,5,2,2,0,0,2,3,19,2,29,5,0,2,5,5,7,0,3,2,0,4,23,0,0,3,0,11,12,0,2,0,1
177,Sint Maarten,22,0,0,2,0,2,0,2,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
178,Slovakia,394,0,0,7,0,33,6,14,2,2,52,3,0,2,2,18,2,0,2,2,2,2,7,9,5,3,2,2,2,2,2,2,76,3,55,11,0,7,2,4,19,0,0,7,0,3,8,0,0,2,0,13,2,0,2,0,2
179,Slovenia,57,0,0,2,0,14,2,0,0,0,7,2,0,0,0,2,0,0,0,2,0,2,2,2,2,0,0,2,0,0,0,0,2,2,12,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0
180,Solomon Islands,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Somalia,3979,2,24,68,0,107,78,4,0,4,5,54,0,0,24,48,19,66,72,182,2,92,8,71,30,1342,0,86,0,136,8,11,0,0,93,19,44,572,0,83,26,0,0,2,17,72,122,0,0,32,13,42,183,2,88,0,28
182,South Africa,2262,18,4,41,12,358,60,40,2,5,307,92,0,3,7,69,20,8,16,25,7,8,33,62,36,24,10,24,6,9,16,5,79,9,123,104,5,43,19,47,59,2,6,39,5,36,178,0,2,27,7,58,56,4,12,3,13
183,South Sudan,109,0,2,5,0,5,2,0,0,2,2,0,0,0,2,0,0,9,4,3,0,2,0,4,6,5,2,3,0,18,2,2,0,0,4,2,2,2,2,0,3,0,0,0,2,7,6,0,0,2,2,0,4,0,0,0,0
184,Soviet Union (former),2252,8,10,28,5,398,49,29,10,8,220,33,0,2,7,95,12,10,11,10,14,4,50,126,39,36,2,20,8,13,16,19,156,6,274,39,3,43,7,33,75,0,2,9,2,19,82,0,2,5,6,69,84,2,30,2,13
185,Spain,1674,6,3,24,2,239,23,30,3,18,353,26,2,4,3,59,9,5,3,5,7,3,24,71,26,10,0,18,2,3,6,8,129,2,165,24,0,23,2,15,43,33,5,21,2,7,94,2,0,15,2,41,25,2,17,2,13
186,Sri Lanka,1480,4,2,15,3,317,14,32,2,5,65,32,0,2,3,35,14,7,15,16,3,2,69,37,27,21,0,6,2,6,14,4,110,5,234,27,0,40,6,13,44,0,4,3,0,5,104,0,2,10,2,54,23,0,10,0,16
187,Sudan,1611,8,25,68,2,68,33,19,0,3,44,43,0,2,10,39,26,112,22,15,6,21,34,33,40,40,0,29,2,77,4,7,30,0,117,61,13,66,6,6,57,0,2,12,13,28,138,0,0,25,2,126,42,5,16,0,18
188,Suriname,176,2,0,2,0,4,0,5,0,0,35,4,0,0,0,0,2,0,0,0,0,0,2,2,2,2,0,2,0,0,2,0,12,0,81,8,0,2,0,0,4,0,0,0,0,0,4,0,0,0,0,2,0,0,2,0,0
189,Sweden,797,2,4,14,2,206,20,24,0,3,82,16,0,5,6,16,5,2,4,2,3,8,13,29,12,6,2,7,0,2,3,4,35,5,63,32,0,10,2,9,20,0,4,4,0,9,32,0,0,9,5,19,23,0,12,3,4
190,Switzerland,436,0,3,8,2,84,9,9,2,2,56,6,0,4,2,12,2,3,0,2,2,0,2,18,5,4,2,6,2,2,5,2,26,6,54,14,0,6,0,4,10,2,0,5,5,3,19,0,0,2,2,9,9,0,5,0,5
191,Syria,2475,11,0,38,6,667,10,50,5,4,194,27,0,2,2,201,31,8,10,15,3,2,24,74,170,7,6,24,0,6,7,3,173,0,97,34,2,96,20,19,135,2,21,13,2,17,113,0,2,2,2,51,16,14,20,0,22
192,Taiwan,4576,8,6,40,11,2101,28,29,7,7,119,68,8,29,10,86,31,4,18,20,5,5,82,105,58,21,4,24,2,5,58,7,182,10,434,57,0,48,13,72,73,0,2,15,2,24,323,0,0,24,2,67,175,3,26,2,18
193,Tajikistan,261,0,0,2,2,20,16,5,0,0,7,2,0,0,0,5,2,0,2,0,0,0,6,3,0,3,0,2,0,15,2,0,23,2,60,4,0,2,0,11,13,0,2,2,0,2,12,0,0,2,0,28,8,2,2,0,2
194,Tanzania,561,11,2,9,2,41,3,8,7,2,41,18,0,0,4,22,7,22,16,12,2,2,13,24,11,8,2,9,2,7,2,5,24,2,31,10,2,26,4,6,20,0,0,6,0,18,59,0,0,3,3,15,9,3,3,0,8
195,Thailand,5324,17,58,68,20,1267,87,47,8,5,352,81,5,42,24,164,105,56,42,70,21,25,54,181,81,283,9,34,6,88,74,11,80,12,321,147,3,102,48,122,90,0,17,31,24,46,249,4,4,36,13,148,150,10,198,3,81
196,Timor-Leste,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Togo,893,4,0,6,0,23,13,28,4,12,11,41,0,2,0,102,12,58,6,7,3,2,74,16,3,41,0,17,0,56,5,0,23,0,113,36,2,20,2,0,19,0,2,10,0,7,44,2,0,4,2,39,9,0,5,0,12
198,Tonga,319,0,6,12,0,159,2,0,0,0,5,0,0,31,3,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,13,0,2,0,0,0,0,2,0,6,0,0,0,0,0,2,9,0,0,50,0,0,15,0,0,0,1
199,Trinidad and Tobago,4378,6,3,9,2,80,9,54,11,22,872,140,2,2,3,17,18,2,6,4,19,2,149,114,26,10,8,9,0,2,16,3,320,4,1830,69,2,23,11,9,187,2,8,19,0,19,139,2,5,2,2,57,9,2,13,3,29
200,Tunisia,306,0,0,2,2,51,6,4,2,2,42,9,0,0,0,10,7,3,0,0,0,0,9,8,8,2,2,3,0,2,2,0,8,0,33,6,0,6,2,2,26,0,0,2,0,5,18,0,0,2,0,15,4,0,4,2,3
201,Turkey,3275,10,6,28,13,413,15,91,16,15,266,64,2,2,2,110,26,11,13,11,25,4,51,105,36,27,4,36,2,4,14,7,448,3,564,31,0,80,20,23,121,2,11,20,2,27,234,4,0,2,0,154,56,3,21,0,24
202,Turkmenistan,117,0,0,2,2,22,2,2,0,0,12,2,0,0,0,3,0,0,0,0,0,0,2,3,2,2,0,2,0,0,4,2,6,0,22,3,0,2,2,0,2,0,0,0,0,0,2,0,0,2,0,8,4,2,8,0,0
203,Turks and Caicos Islands,40,0,0,0,0,0,0,0,0,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
204,Tuvalu,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Uganda,703,3,2,8,2,87,18,6,0,4,16,21,0,0,2,17,9,9,3,4,2,2,43,175,10,12,0,2,0,2,4,4,23,2,15,11,2,21,13,5,21,0,4,2,2,13,56,0,0,2,0,20,11,2,2,2,13
206,Ukraine,6990,15,34,34,6,1173,71,123,16,8,398,80,0,13,43,506,40,21,9,40,17,12,85,176,171,49,5,78,9,28,34,19,362,8,919,118,0,250,23,385,376,0,4,105,11,37,113,2,0,15,2,100,759,3,32,2,52
207,United Arab Emirates,542,0,0,7,3,97,0,9,0,2,31,16,2,0,2,31,5,3,6,3,3,2,7,13,35,4,0,9,0,2,0,4,29,2,39,19,2,13,4,3,11,0,0,2,0,4,76,0,0,2,0,28,10,2,3,0,3
208,United Kingdom,10530,49,22,179,33,1801,249,284,11,53,1333,281,4,23,51,292,116,32,46,44,44,51,133,462,245,93,28,78,20,20,79,106,420,41,861,357,2,215,56,178,369,4,45,128,5,103,657,2,2,59,23,280,274,20,78,5,85
209,United States,122,2,2,0,0,33,0,2,0,0,9,7,0,2,0,3,2,0,0,2,2,0,3,5,4,2,0,2,0,0,0,0,7,2,13,3,0,5,2,2,3,0,0,2,0,0,6,0,0,2,0,2,2,0,0,0,1
210,Uruguay,1073,6,0,6,2,55,6,19,0,2,346,60,0,0,2,19,7,3,2,2,3,0,8,37,4,2,2,2,2,2,7,3,180,2,103,24,0,10,2,3,20,4,0,11,0,3,37,0,0,20,2,25,5,2,9,0,10
211,Uzbekistan,1532,2,3,16,2,196,9,15,0,4,106,33,0,0,11,42,8,0,9,30,2,0,30,34,17,9,2,22,0,6,6,2,62,0,462,26,0,75,3,23,102,0,2,16,0,19,28,0,0,6,0,39,36,2,4,2,13
212,Vanuatu,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Venezuela,8172,24,5,32,11,273,54,79,7,18,4571,219,0,2,4,97,32,12,20,24,44,6,60,116,44,24,11,27,2,8,27,6,193,12,374,122,2,85,54,26,94,103,25,50,2,59,821,0,0,51,2,115,38,5,36,5,40
214,Vietnam,21082,133,16,277,101,6766,270,104,17,14,1128,690,4,75,34,347,125,161,238,86,347,34,243,758,283,337,114,267,17,130,137,41,353,79,359,608,12,258,336,501,703,0,14,166,10,190,2579,2,3,101,14,536,725,20,71,2,145
215,"Virgin Islands, British",54,0,0,0,0,0,0,2,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,10,2,0,0,2,0,2,0,2,0,0,0,0,0,10,0,0,2,2,0,0,0,1
216,"Virgin Islands, U.S.",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
